""	"task"	"num_dataset_births"	"num_papers_adopting"	"num_dataset_imports"	"num_papers_growing"	"size"	"task_age"	"adoption_ratio"	"creation_ratio"	"adoption_pct"	"creation_pct"	"CV"	"NLP"	"Methodology"
"300"	"Link Prediction"	"12.0"	"149.0"	"5.0"	"400.0"	"561.0"	"2007.0"	"0.3725"	"2.4"	"0.27140255009107467"	"0.7058823529411765"	"0"	"0"	"0"
"301"	"Lip Reading"	"1.0"	"0.0"	"0.0"	"6.0"	"7.0"	"2014.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"0"	"0"
"302"	"Lipreading"	"2.0"	"10.0"	"1.0"	"15.0"	"27.0"	"2012.0"	"0.6666666666666666"	"2.0"	"0.4"	"0.6666666666666666"	"1"	"0"	"0"
"303"	"Liver Segmentation"	"1.0"	"5.0"	"3.0"	"4.0"	"10.0"	"2015.0"	"1.25"	"0.3333333333333333"	"0.5555555555555556"	"0.25"	"1"	"0"	"0"
"304"	"Logical Reasoning Question Answering"	"4.0"	"5.0"	"4.0"	"0.0"	"9.0"	"2020.0"	"inf"	"1.0"	"1.0"	"0.5"	"0"	"1"	"0"
"305"	"Logical Reasoning Reading Comprehension"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2020.0"	""	"inf"	""	"1.0"	"0"	"1"	"0"
"306"	"Long-tail Learning"	"2.0"	"63.0"	"5.0"	"0.0"	"65.0"	"2017.0"	"inf"	"0.4"	"1.0"	"0.2857142857142857"	"0"	"0"	"1"
"307"	"Long-tail learning with class descriptors"	"2.0"	"40.0"	"5.0"	"0.0"	"42.0"	"2019.0"	"inf"	"0.4"	"1.0"	"0.2857142857142857"	"0"	"0"	"1"
"308"	"Low-Light Image Enhancement"	"2.0"	"6.0"	"2.0"	"0.0"	"8.0"	"2015.0"	"inf"	"1.0"	"1.0"	"0.5"	"1"	"0"	"0"
"309"	"Lung Cancer Diagnosis"	"1.0"	"0.0"	"0.0"	"7.0"	"8.0"	"2016.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"0"	"0"
"310"	"Machine Reading Comprehension"	"20.0"	"59.0"	"15.0"	"0.0"	"79.0"	"2014.0"	"inf"	"1.3333333333333333"	"1.0"	"0.5714285714285714"	"1"	"1"	"0"
"311"	"Machine Translation"	"22.0"	"4.0"	"1.0"	"277.0"	"303.0"	"2007.0"	"0.01444043321299639"	"22.0"	"0.014234875444839857"	"0.9565217391304348"	"0"	"1"	"0"
"312"	"Markerless Motion Capture"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2014.0"	""	"inf"	""	"1.0"	"1"	"0"	"0"
"313"	"Matching Disparate Images"	"1.0"	"0.0"	"0.0"	"1.0"	"2.0"	"2018.0"	"0.0"	"inf"	"0.0"	"1.0"	"1"	"0"	"0"
"314"	"Material Recognition"	"1.0"	"0.0"	"0.0"	"12.0"	"13.0"	"2013.0"	"0.0"	"inf"	"0.0"	"1.0"	"1"	"0"	"0"
"315"	"Math Word Problem Solving"	"3.0"	"0.0"	"0.0"	"1.0"	"4.0"	"2016.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"0"	"0"
"316"	"Mathematical Question Answering"	"2.0"	"0.0"	"0.0"	"1.0"	"3.0"	"2019.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"1"	"0"
"317"	"Medical Image Segmentation"	"7.0"	"15.0"	"2.0"	"33.0"	"55.0"	"2014.0"	"0.45454545454545453"	"3.5"	"0.3125"	"0.7777777777777778"	"1"	"0"	"0"
"318"	"Medical Named Entity Recognition"	"1.0"	"1.0"	"1.0"	"0.0"	"2.0"	"2014.0"	"inf"	"1.0"	"1.0"	"0.5"	"0"	"1"	"0"
"319"	"Medical Visual Question Answering"	"1.0"	"0.0"	"0.0"	"1.0"	"2.0"	"2019.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"0"	"0"
"320"	"Memex Question Answering"	"1.0"	"0.0"	"0.0"	"2.0"	"3.0"	"2017.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"1"	"0"
"321"	"Meta Reinforcement Learning"	"1.0"	"0.0"	"0.0"	"2.0"	"3.0"	"2016.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"0"	"0"
"322"	"Meta-Learning"	"3.0"	"20.0"	"9.0"	"31.0"	"54.0"	"2011.0"	"0.6451612903225806"	"0.3333333333333333"	"0.39215686274509803"	"0.25"	"0"	"0"	"1"
"323"	"Meter Reading"	"1.0"	"0.0"	"0.0"	"1.0"	"2.0"	"2015.0"	"0.0"	"inf"	"0.0"	"1.0"	"1"	"0"	"0"
"324"	"Metric Learning"	"5.0"	"90.0"	"7.0"	"63.0"	"158.0"	"2008.0"	"1.4285714285714286"	"0.7142857142857143"	"0.5882352941176471"	"0.4166666666666667"	"1"	"0"	"1"
"325"	"Misinformation"	"4.0"	"10.0"	"3.0"	"6.0"	"20.0"	"2012.0"	"1.6666666666666667"	"1.3333333333333333"	"0.625"	"0.5714285714285714"	"0"	"0"	"0"
"326"	"Monocular 3D Human Pose Estimation"	"2.0"	"44.0"	"5.0"	"0.0"	"46.0"	"2013.0"	"inf"	"0.4"	"1.0"	"0.2857142857142857"	"1"	"0"	"0"
"327"	"Monocular 3D Object Detection"	"1.0"	"10.0"	"4.0"	"0.0"	"11.0"	"2016.0"	"inf"	"0.25"	"1.0"	"0.2"	"1"	"0"	"0"
"328"	"Monocular Depth Estimation"	"5.0"	"679.0"	"7.0"	"0.0"	"684.0"	"2014.0"	"inf"	"0.7142857142857143"	"1.0"	"0.4166666666666667"	"1"	"0"	"0"
"329"	"Monocular Visual Odometry"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2014.0"	""	"inf"	""	"1.0"	"0"	"0"	"0"
"330"	"Motion Capture"	"10.0"	"2.0"	"1.0"	"28.0"	"40.0"	"2008.0"	"0.07142857142857142"	"10.0"	"0.06666666666666667"	"0.9090909090909091"	"1"	"0"	"0"
"331"	"Motion Estimation"	"1.0"	"1.0"	"1.0"	"1.0"	"3.0"	"2010.0"	"1.0"	"1.0"	"0.5"	"0.5"	"1"	"0"	"0"
"332"	"Motion Forecasting"	"1.0"	"2.0"	"1.0"	"14.0"	"17.0"	"2017.0"	"0.14285714285714285"	"1.0"	"0.125"	"0.5"	"1"	"0"	"0"
"333"	"Motion Segmentation"	"1.0"	"0.0"	"0.0"	"3.0"	"4.0"	"2009.0"	"0.0"	"inf"	"0.0"	"1.0"	"1"	"0"	"0"
"334"	"Multi Future Trajectory Prediction"	"1.0"	"0.0"	"0.0"	"2.0"	"3.0"	"2017.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"0"	"0"
"335"	"Multi-Document Summarization"	"6.0"	"5.0"	"2.0"	"27.0"	"38.0"	"2012.0"	"0.18518518518518517"	"3.0"	"0.15625"	"0.75"	"0"	"1"	"0"
"336"	"Multi-Hop Reading Comprehension"	"1.0"	"6.0"	"1.0"	"0.0"	"7.0"	"2017.0"	"inf"	"1.0"	"1.0"	"0.5"	"0"	"1"	"0"
"337"	"Multi-Human Parsing"	"1.0"	"4.0"	"1.0"	"0.0"	"5.0"	"2015.0"	"inf"	"1.0"	"1.0"	"0.5"	"1"	"0"	"0"
"338"	"Multi-Label Classification"	"1.0"	"142.0"	"3.0"	"0.0"	"143.0"	"2010.0"	"inf"	"0.3333333333333333"	"1.0"	"0.25"	"0"	"0"	"1"
"339"	"Multi-Label Image Classification"	"1.0"	"3.0"	"1.0"	"0.0"	"4.0"	"2010.0"	"inf"	"1.0"	"1.0"	"0.5"	"1"	"0"	"1"
"340"	"Multi-Label Text Classification"	"1.0"	"16.0"	"2.0"	"0.0"	"17.0"	"2013.0"	"inf"	"0.5"	"1.0"	"0.3333333333333333"	"0"	"1"	"1"
"341"	"Multi-Object Tracking"	"5.0"	"233.0"	"4.0"	"1.0"	"239.0"	"2011.0"	"233.0"	"1.25"	"0.9957264957264957"	"0.5555555555555556"	"1"	"0"	"0"
"342"	"Multi-Person Pose Estimation"	"2.0"	"112.0"	"2.0"	"0.0"	"114.0"	"2015.0"	"inf"	"1.0"	"1.0"	"0.5"	"1"	"0"	"0"
"343"	"Multi-Task Learning"	"8.0"	"168.0"	"13.0"	"7.0"	"183.0"	"2007.0"	"24.0"	"0.6153846153846154"	"0.96"	"0.38095238095238093"	"0"	"0"	"1"
"344"	"Multi-tissue Nucleus Segmentation"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2014.0"	""	"inf"	""	"1.0"	"0"	"0"	"0"
"345"	"Multimodal Activity Recognition"	"1.0"	"52.0"	"11.0"	"1.0"	"54.0"	"2014.0"	"52.0"	"0.09090909090909091"	"0.9811320754716981"	"0.08333333333333333"	"1"	"0"	"0"
"346"	"Multimodal Emotion Recognition"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2008.0"	""	"inf"	""	"1.0"	"1"	"1"	"0"
"347"	"Multimodal Machine Translation"	"5.0"	"0.0"	"0.0"	"0.0"	"5.0"	"2016.0"	""	"inf"	""	"1.0"	"1"	"1"	"0"
"348"	"Multimodal Sentiment Analysis"	"3.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2012.0"	""	"inf"	""	"1.0"	"0"	"1"	"0"
"349"	"Multimodal Unsupervised Image-To-Image Translation"	"2.0"	"24.0"	"6.0"	"0.0"	"26.0"	"2017.0"	"inf"	"0.3333333333333333"	"1.0"	"0.25"	"1"	"0"	"0"
"350"	"Multiple Instance Learning"	"3.0"	"1.0"	"1.0"	"6.0"	"10.0"	"2007.0"	"0.16666666666666666"	"3.0"	"0.14285714285714285"	"0.75"	"0"	"0"	"1"
"351"	"Multiple Object Tracking"	"5.0"	"131.0"	"6.0"	"0.0"	"136.0"	"2009.0"	"inf"	"0.8333333333333334"	"1.0"	"0.45454545454545453"	"1"	"0"	"0"
"352"	"Multivariate Time Series Forecasting"	"1.0"	"3.0"	"1.0"	"0.0"	"4.0"	"2016.0"	"inf"	"1.0"	"1.0"	"0.5"	"0"	"0"	"1"
"353"	"Music Generation"	"5.0"	"3.0"	"3.0"	"16.0"	"24.0"	"2012.0"	"0.1875"	"1.6666666666666667"	"0.15789473684210525"	"0.625"	"0"	"0"	"0"
"354"	"Music Information Retrieval"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2012.0"	""	"inf"	""	"1.0"	"0"	"0"	"0"
"355"	"Music Source Separation"	"1.0"	"0.0"	"0.0"	"1.0"	"2.0"	"2014.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"0"	"0"
"356"	"Music Transcription"	"1.0"	"0.0"	"0.0"	"9.0"	"10.0"	"2014.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"0"	"0"
"357"	"Named Entity Recognition"	"21.0"	"9.0"	"6.0"	"304.0"	"334.0"	"2003.0"	"0.029605263157894735"	"3.5"	"0.02875399361022364"	"0.7777777777777778"	"0"	"1"	"0"
"358"	"Native Language Identification"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2012.0"	""	"inf"	""	"1.0"	"0"	"1"	"0"
"359"	"Natural Language Inference"	"21.0"	"102.0"	"9.0"	"732.0"	"855.0"	"2009.0"	"0.13934426229508196"	"2.3333333333333335"	"0.1223021582733813"	"0.7"	"0"	"1"	"0"
"360"	"Natural Language Understanding"	"18.0"	"26.0"	"8.0"	"127.0"	"171.0"	"2012.0"	"0.2047244094488189"	"2.25"	"0.16993464052287582"	"0.6923076923076923"	"0"	"1"	"0"
"361"	"Nested Named Entity Recognition"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2014.0"	""	"inf"	""	"1.0"	"0"	"1"	"0"
"362"	"NetHack Score"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2020.0"	""	"inf"	""	"1.0"	"0"	"0"	"0"
"363"	"Network Embedding"	"1.0"	"1.0"	"1.0"	"0.0"	"2.0"	"2014.0"	"inf"	"1.0"	"1.0"	"0.5"	"0"	"0"	"1"
"364"	"Neural Architecture Search"	"5.0"	"1407.0"	"10.0"	"140.0"	"1552.0"	"2006.0"	"10.05"	"0.5"	"0.9095022624434389"	"0.3333333333333333"	"0"	"0"	"1"
"365"	"News Retrieval"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2019.0"	""	"inf"	""	"1.0"	"0"	"0"	"0"
"366"	"Node Classification"	"9.0"	"16.0"	"1.0"	"537.0"	"562.0"	"1998.0"	"0.0297951582867784"	"9.0"	"0.028933092224231464"	"0.9"	"0"	"0"	"0"
"367"	"Nuclear Segmentation"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2013.0"	""	"inf"	""	"1.0"	"1"	"0"	"0"
"368"	"Object Classification"	"2.0"	"0.0"	"0.0"	"7.0"	"9.0"	"2010.0"	"0.0"	"inf"	"0.0"	"1.0"	"1"	"0"	"0"
"369"	"Object Counting"	"1.0"	"22.0"	"4.0"	"11.0"	"34.0"	"2010.0"	"2.0"	"0.25"	"0.6666666666666666"	"0.2"	"1"	"0"	"0"
"370"	"Object Detection"	"45.0"	"2473.0"	"24.0"	"751.0"	"3269.0"	"2007.0"	"3.2929427430093208"	"1.875"	"0.767059553349876"	"0.6521739130434783"	"1"	"0"	"0"
"371"	"Object Detection In Aerial Images"	"1.0"	"31.0"	"3.0"	"0.0"	"32.0"	"2017.0"	"inf"	"0.3333333333333333"	"1.0"	"0.25"	"1"	"0"	"0"
"372"	"Object Localization"	"4.0"	"54.0"	"1.0"	"79.0"	"137.0"	"2009.0"	"0.6835443037974683"	"4.0"	"0.40601503759398494"	"0.8"	"1"	"0"	"0"
"373"	"Object Recognition"	"19.0"	"6.0"	"3.0"	"478.0"	"503.0"	"2004.0"	"0.012552301255230125"	"6.333333333333333"	"0.012396694214876033"	"0.8636363636363636"	"1"	"0"	"0"
"374"	"Object Tracking"	"16.0"	"174.0"	"15.0"	"297.0"	"487.0"	"2008.0"	"0.5858585858585859"	"1.0666666666666667"	"0.36942675159235666"	"0.5161290322580645"	"1"	"0"	"0"
"375"	"Offline RL"	"3.0"	"0.0"	"0.0"	"31.0"	"34.0"	"2017.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"0"	"0"
"376"	"One-Shot 3D Action Recognition"	"1.0"	"26.0"	"4.0"	"4.0"	"31.0"	"2017.0"	"6.5"	"0.25"	"0.8666666666666667"	"0.2"	"1"	"0"	"0"
"377"	"One-Shot Learning"	"2.0"	"93.0"	"10.0"	"2.0"	"97.0"	"2013.0"	"46.5"	"0.2"	"0.9789473684210527"	"0.16666666666666666"	"1"	"0"	"1"
"378"	"One-Shot Segmentation"	"2.0"	"1.0"	"1.0"	"0.0"	"3.0"	"2017.0"	"inf"	"2.0"	"1.0"	"0.6666666666666666"	"1"	"0"	"0"
"379"	"One-class classifier"	"1.0"	"12.0"	"2.0"	"0.0"	"13.0"	"2014.0"	"inf"	"0.5"	"1.0"	"0.3333333333333333"	"0"	"0"	"1"
"380"	"Open Knowledge Graph Embedding"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2020.0"	""	"inf"	""	"1.0"	"0"	"0"	"0"
"381"	"Open Set Learning"	"1.0"	"1.0"	"1.0"	"1.0"	"3.0"	"2015.0"	"1.0"	"1.0"	"0.5"	"0.5"	"0"	"0"	"0"
"382"	"Open-Domain Dialog"	"1.0"	"0.0"	"0.0"	"1.0"	"2.0"	"2016.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"1"	"0"
"383"	"Open-Domain Question Answering"	"9.0"	"79.0"	"12.0"	"0.0"	"88.0"	"2012.0"	"inf"	"0.75"	"1.0"	"0.42857142857142855"	"0"	"1"	"0"
"384"	"OpenAI Gym"	"2.0"	"0.0"	"0.0"	"134.0"	"136.0"	"2015.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"0"	"0"
"385"	"Opinion Mining"	"3.0"	"0.0"	"0.0"	"22.0"	"25.0"	"2005.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"1"	"0"
"386"	"Optical Character Recognition"	"13.0"	"20.0"	"2.0"	"424.0"	"457.0"	"1994.0"	"0.04716981132075472"	"6.5"	"0.04504504504504504"	"0.8666666666666667"	"1"	"1"	"1"
"387"	"Optical Flow Estimation"	"8.0"	"20.0"	"6.0"	"303.0"	"331.0"	"2009.0"	"0.066006600660066"	"1.3333333333333333"	"0.06191950464396285"	"0.5714285714285714"	"1"	"0"	"0"
"388"	"Outlier Detection"	"1.0"	"34.0"	"2.0"	"2.0"	"37.0"	"2008.0"	"17.0"	"0.5"	"0.9444444444444444"	"0.3333333333333333"	"0"	"0"	"1"
"389"	"Panoptic Segmentation"	"3.0"	"111.0"	"7.0"	"2.0"	"116.0"	"2014.0"	"55.5"	"0.42857142857142855"	"0.9823008849557522"	"0.3"	"1"	"0"	"0"
"390"	"Paraphrase Generation"	"2.0"	"8.0"	"3.0"	"4.0"	"14.0"	"2005.0"	"2.0"	"0.6666666666666666"	"0.6666666666666666"	"0.4"	"0"	"1"	"0"
"391"	"Paraphrase Identification"	"5.0"	"59.0"	"2.0"	"29.0"	"93.0"	"2005.0"	"2.0344827586206895"	"2.5"	"0.6704545454545454"	"0.7142857142857143"	"0"	"1"	"0"
"392"	"Part-Of-Speech Tagging"	"3.0"	"1.0"	"1.0"	"96.0"	"100.0"	"1993.0"	"0.010416666666666666"	"3.0"	"0.010309278350515464"	"0.75"	"0"	"1"	"0"
"393"	"Passage Retrieval"	"1.0"	"71.0"	"2.0"	"0.0"	"72.0"	"2013.0"	"inf"	"0.5"	"1.0"	"0.3333333333333333"	"0"	"0"	"0"
"394"	"Patch Matching"	"1.0"	"18.0"	"1.0"	"1.0"	"20.0"	"2004.0"	"18.0"	"1.0"	"0.9473684210526315"	"0.5"	"1"	"0"	"0"
"395"	"Pedestrian Attribute Recognition"	"3.0"	"3.0"	"1.0"	"26.0"	"32.0"	"2015.0"	"0.11538461538461539"	"3.0"	"0.10344827586206896"	"0.75"	"1"	"0"	"0"
"396"	"Pedestrian Detection"	"4.0"	"3.0"	"2.0"	"55.0"	"62.0"	"2010.0"	"0.05454545454545454"	"2.0"	"0.05172413793103448"	"0.6666666666666666"	"1"	"0"	"0"
"397"	"Person Identification"	"1.0"	"1.0"	"1.0"	"1.0"	"3.0"	"2012.0"	"1.0"	"1.0"	"0.5"	"0.5"	"1"	"0"	"0"
"398"	"Person Re-Identification"	"17.0"	"547.0"	"5.0"	"1003.0"	"1567.0"	"2013.0"	"0.5453639082751744"	"3.4"	"0.3529032258064516"	"0.7727272727272727"	"1"	"0"	"0"
"399"	"Person Recognition"	"3.0"	"0.0"	"0.0"	"1.0"	"4.0"	"2012.0"	"0.0"	"inf"	"0.0"	"1.0"	"1"	"0"	"0"
"400"	"Person Search"	"2.0"	"66.0"	"1.0"	"27.0"	"95.0"	"2012.0"	"2.4444444444444446"	"2.0"	"0.7096774193548387"	"0.6666666666666666"	"1"	"0"	"0"
"401"	"Point Cloud Completion"	"1.0"	"0.0"	"0.0"	"8.0"	"9.0"	"2015.0"	"0.0"	"inf"	"0.0"	"1.0"	"1"	"0"	"0"
"402"	"Point Cloud Registration"	"3.0"	"88.0"	"1.0"	"22.0"	"113.0"	"2009.0"	"4.0"	"3.0"	"0.8"	"0.75"	"1"	"0"	"0"
"403"	"Point cloud classification dataset"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2020.0"	""	"inf"	""	"1.0"	"1"	"0"	"0"
"404"	"PointGoal Navigation"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2019.0"	""	"inf"	""	"1.0"	"1"	"0"	"0"
"405"	"Polyp Segmentation"	"2.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2019.0"	""	"inf"	""	"1.0"	"1"	"0"	"0"
"406"	"Pose Estimation"	"38.0"	"585.0"	"13.0"	"193.0"	"816.0"	"2010.0"	"3.0310880829015545"	"2.923076923076923"	"0.7519280205655527"	"0.7450980392156863"	"1"	"0"	"0"
"407"	"Pose Tracking"	"2.0"	"0.0"	"0.0"	"19.0"	"21.0"	"2014.0"	"0.0"	"inf"	"0.0"	"1.0"	"1"	"0"	"0"
"408"	"Predicting Patient Outcomes"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2016.0"	""	"inf"	""	"1.0"	"0"	"0"	"0"
"409"	"Privacy Preserving Deep Learning"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2018.0"	""	"inf"	""	"1.0"	"0"	"0"	"1"
"410"	"Probabilistic Deep Learning"	"1.0"	"4.0"	"1.0"	"0.0"	"5.0"	"2017.0"	"inf"	"1.0"	"1.0"	"0.5"	"1"	"0"	"0"
"411"	"Product Categorization"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2011.0"	""	"inf"	""	"1.0"	"0"	"0"	"0"
"412"	"Product Recommendation"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2013.0"	""	"inf"	""	"1.0"	"0"	"0"	"0"
"413"	"Program Repair"	"1.0"	"0.0"	"0.0"	"10.0"	"11.0"	"2017.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"0"	"0"
"414"	"Program Synthesis"	"2.0"	"0.0"	"0.0"	"3.0"	"5.0"	"2015.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"0"	"0"
"415"	"Program induction"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2016.0"	""	"inf"	""	"1.0"	"0"	"0"	"0"
"416"	"Q-Learning"	"1.0"	"0.0"	"0.0"	"6.0"	"7.0"	"1999.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"0"	"1"
"417"	"Quantization"	"2.0"	"885.0"	"3.0"	"0.0"	"887.0"	"2006.0"	"inf"	"0.6666666666666666"	"1.0"	"0.4"	"1"	"0"	"1"
"418"	"Question Answering"	"121.0"	"787.0"	"39.0"	"1792.0"	"2700.0"	"2009.0"	"0.43917410714285715"	"3.1025641025641026"	"0.30515703761147733"	"0.75625"	"0"	"1"	"0"
"419"	"Question Generation"	"3.0"	"232.0"	"6.0"	"27.0"	"262.0"	"2012.0"	"8.592592592592593"	"0.5"	"0.8957528957528957"	"0.3333333333333333"	"0"	"1"	"0"
"420"	"RGB Salient Object Detection"	"5.0"	"306.0"	"10.0"	"0.0"	"311.0"	"2013.0"	"inf"	"0.5"	"1.0"	"0.3333333333333333"	"1"	"0"	"0"
"421"	"RGB-D Salient Object Detection"	"2.0"	"25.0"	"5.0"	"0.0"	"27.0"	"2016.0"	"inf"	"0.4"	"1.0"	"0.2857142857142857"	"1"	"0"	"0"
"422"	"Rain Removal"	"2.0"	"0.0"	"0.0"	"17.0"	"19.0"	"2015.0"	"0.0"	"inf"	"0.0"	"1.0"	"1"	"0"	"0"
"423"	"Reading Comprehension"	"53.0"	"132.0"	"15.0"	"929.0"	"1114.0"	"2012.0"	"0.14208826695371368"	"3.533333333333333"	"0.12441093308199812"	"0.7794117647058824"	"0"	"1"	"0"
"424"	"Real-Time Semantic Segmentation"	"1.0"	"93.0"	"4.0"	"0.0"	"94.0"	"2014.0"	"inf"	"0.25"	"1.0"	"0.2"	"1"	"0"	"0"
"425"	"Real-Time Strategy Games"	"2.0"	"2.0"	"1.0"	"0.0"	"4.0"	"2012.0"	"inf"	"2.0"	"1.0"	"0.6666666666666666"	"0"	"0"	"0"
"426"	"Reasoning Chain Explanations"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2020.0"	""	"inf"	""	"1.0"	"0"	"0"	"0"
"427"	"Recommendation Systems"	"5.0"	"2.0"	"2.0"	"263.0"	"270.0"	"2007.0"	"0.0076045627376425855"	"2.5"	"0.007547169811320755"	"0.7142857142857143"	"0"	"0"	"0"
"428"	"Referring Expression Comprehension"	"1.0"	"3.0"	"1.0"	"5.0"	"9.0"	"2016.0"	"0.6"	"1.0"	"0.375"	"0.5"	"0"	"0"	"0"
"429"	"Referring Expression Segmentation"	"4.0"	"50.0"	"4.0"	"17.0"	"71.0"	"2016.0"	"2.9411764705882355"	"1.0"	"0.746268656716418"	"0.5"	"1"	"0"	"0"
"430"	"Region Proposal"	"1.0"	"116.0"	"1.0"	"0.0"	"117.0"	"2014.0"	"inf"	"1.0"	"1.0"	"0.5"	"0"	"0"	"0"
"431"	"Relation Classification"	"3.0"	"9.0"	"3.0"	"0.0"	"12.0"	"2012.0"	"inf"	"1.0"	"1.0"	"0.5"	"0"	"1"	"0"
"432"	"Relation Extraction"	"12.0"	"21.0"	"3.0"	"114.0"	"147.0"	"2012.0"	"0.18421052631578946"	"4.0"	"0.15555555555555556"	"0.8"	"0"	"1"	"0"
"433"	"Replay Grounding"	"1.0"	"4.0"	"1.0"	"1.0"	"6.0"	"2020.0"	"4.0"	"1.0"	"0.8"	"0.5"	"1"	"0"	"0"
"434"	"Road Damage Detection"	"1.0"	"0.0"	"0.0"	"1.0"	"2.0"	"2018.0"	"0.0"	"inf"	"0.0"	"1.0"	"1"	"0"	"0"
"435"	"Robot Navigation"	"2.0"	"2.0"	"1.0"	"2.0"	"6.0"	"2012.0"	"1.0"	"2.0"	"0.5"	"0.6666666666666666"	"1"	"0"	"0"
"436"	"Robust Face Recognition"	"4.0"	"148.0"	"19.0"	"25.0"	"177.0"	"2001.0"	"5.92"	"0.21052631578947367"	"0.8554913294797688"	"0.17391304347826086"	"1"	"0"	"0"
"437"	"Robust classification"	"1.0"	"54.0"	"2.0"	"0.0"	"55.0"	"2007.0"	"inf"	"0.5"	"1.0"	"0.3333333333333333"	"0"	"0"	"0"
"438"	"SSIM"	"2.0"	"6.0"	"1.0"	"0.0"	"8.0"	"2012.0"	"inf"	"2.0"	"1.0"	"0.6666666666666666"	"0"	"0"	"0"
"439"	"Saliency Detection"	"7.0"	"0.0"	"0.0"	"137.0"	"144.0"	"2010.0"	"0.0"	"inf"	"0.0"	"1.0"	"1"	"0"	"0"
"440"	"Saliency Prediction"	"3.0"	"1.0"	"1.0"	"50.0"	"54.0"	"2013.0"	"0.02"	"3.0"	"0.0196078431372549"	"0.75"	"1"	"0"	"0"
"441"	"Salient Object Detection"	"3.0"	"113.0"	"2.0"	"108.0"	"224.0"	"2013.0"	"1.0462962962962963"	"1.5"	"0.5113122171945701"	"0.6"	"1"	"0"	"0"
"442"	"Sarcasm Detection"	"3.0"	"0.0"	"0.0"	"12.0"	"15.0"	"2012.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"1"	"0"
"443"	"Scene Classification"	"11.0"	"2.0"	"1.0"	"21.0"	"34.0"	"2010.0"	"0.09523809523809523"	"11.0"	"0.08695652173913043"	"0.9166666666666666"	"1"	"0"	"0"
"444"	"Scene Flow Estimation"	"1.0"	"96.0"	"1.0"	"25.0"	"122.0"	"2015.0"	"3.84"	"1.0"	"0.7933884297520661"	"0.5"	"1"	"0"	"0"
"445"	"Scene Parsing"	"1.0"	"0.0"	"0.0"	"85.0"	"86.0"	"2013.0"	"0.0"	"inf"	"0.0"	"1.0"	"1"	"0"	"0"
"446"	"Scene Recognition"	"3.0"	"19.0"	"4.0"	"53.0"	"75.0"	"2007.0"	"0.3584905660377358"	"0.75"	"0.2638888888888889"	"0.42857142857142855"	"1"	"0"	"0"
"447"	"Scene Text"	"3.0"	"12.0"	"2.0"	"5.0"	"20.0"	"2013.0"	"2.4"	"1.5"	"0.7058823529411765"	"0.6"	"1"	"0"	"0"
"448"	"Scene Text Detection"	"4.0"	"132.0"	"1.0"	"25.0"	"161.0"	"2013.0"	"5.28"	"4.0"	"0.8407643312101911"	"0.8"	"1"	"0"	"0"
"449"	"Scene Text Recognition"	"3.0"	"1.0"	"1.0"	"51.0"	"55.0"	"2013.0"	"0.0196078431372549"	"3.0"	"0.019230769230769232"	"0.75"	"1"	"0"	"0"
