""	"task"	"gini"	"pielou"	"simpson"	"task_size"	"CV"	"NLP"	"Methodology"
"493"	"Grayscale Image Denoising"	"0.19999999999999998"	"0.9609640474436812"	"0.8928571428571428"	"5"	"1"	"0"	"0"
"494"	"Group Activity Recognition"	"0.7173913043478262"	"0.5721455063543115"	"0.3538461538461539"	"23"	"1"	"0"	"0"
"495"	"Group Anomaly Detection"	""	""	"1.0"	"1"	"1"	"0"	"1"
"496"	"Hand Detection"	""	""	"1.0"	"2"	"1"	"0"	"0"
"497"	"Hand Gesture Recognition"	"0.7225638923055897"	"0.6747614782246673"	"0.16540914783016064"	"271"	"1"	"0"	"0"
"498"	"Hand Joint Reconstruction"	"0.0"	"1.0"	"1.0"	"2"	"1"	"0"	"0"
"499"	"Hand Keypoint Localization"	""	""	"1.0"	"1"	"1"	"0"	"0"
"500"	"Hand Pose Estimation"	"0.5188627665390925"	"0.864378902421333"	"0.4151956106870229"	"118"	"1"	"0"	"0"
"501"	"Hand Segmentation"	"0.5"	"0.8304887289470877"	"0.5925925925925926"	"16"	"1"	"0"	"0"
"502"	"Hand-Gesture Recognition"	"0.45454545454545453"	"0.8614539814639457"	"0.531446540880503"	"26"	"1"	"0"	"0"
"503"	"Handwriting Recognition"	"0.7117117117117117"	"0.626312021898445"	"0.3320397768615087"	"37"	"1"	"1"	"1"
"504"	"Handwriting Verification"	"0.0"	"1.0"	"1.0"	"4"	"1"	"0"	"0"
"505"	"Handwritten Chinese Text Recognition"	"0.25"	"0.9463946303571861"	"0.8888888888888888"	"4"	"1"	"1"	"1"
"506"	"Handwritten Digit Recognition"	"0.7471264367816092"	"0.5008267308271024"	"0.2436974789915966"	"29"	"1"	"1"	"1"
"507"	"Hard-label Attack"	"0.3333333333333333"	"0.9182958340544894"	"0.8999999999999999"	"3"	"0"	"0"	"0"
"508"	"Hate Speech Detection"	"0.5833333333333333"	"0.7750405819367338"	"0.4464944649446495"	"33"	"0"	"1"	"0"
"509"	"Head Detection"	"0.4603174603174603"	"0.8646936413004938"	"0.6494845360824743"	"21"	"1"	"0"	"0"
"510"	"Head Pose Estimation"	"0.48009367681498827"	"0.8375499956638891"	"0.6380315500685871"	"61"	"1"	"0"	"0"
"511"	"Heart Rate Variability"	""	""	"1.0"	"3"	"0"	"0"	"1"
"512"	"Heart rate estimation"	""	""	"1.0"	"1"	"0"	"0"	"0"
"513"	"Heartbeat Classification"	""	""	"1.0"	"1"	"0"	"0"	"1"
"514"	"Heterogeneous Face Recognition"	"0.25170068027210885"	"0.9561692996564122"	"0.8480769230769233"	"21"	"1"	"0"	"0"
"515"	"Heterogeneous Node Classification"	"0.4"	"0.8649735207179273"	"0.7575757575757575"	"5"	"0"	"0"	"0"
"516"	"Hierarchical Reinforcement Learning"	""	""	"1.0"	"1"	"0"	"0"	"1"
"517"	"Hierarchical Text Classification of Blurbs (GermEval 2019)"	"0.0"	"1.0"	"1.0"	"2"	"0"	"1"	"0"
"518"	"Hippocampus"	""	""	"1.0"	"1"	"0"	"0"	"0"
"519"	"Histopathological Image Classification"	""	""	"1.0"	"1"	"0"	"0"	"0"
"520"	"Homography Estimation"	"0.7058823529411764"	"0.5416682903595251"	"0.33410404624277446"	"17"	"1"	"0"	"0"
"521"	"Hope Speech Detection"	""	""	"1.0"	"3"	"0"	"1"	"0"
"522"	"Hope Speech Detection for English"	""	""	"1.0"	"2"	"0"	"1"	"0"
"523"	"Hope Speech Detection for Malayalam"	""	""	"1.0"	"2"	"0"	"1"	"0"
"524"	"Hope Speech Detection for Tamil"	""	""	"1.0"	"2"	"0"	"1"	"0"
"525"	"Horizon Line Estimation"	"0.3333333333333333"	"0.9182958340544894"	"0.8999999999999999"	"6"	"1"	"0"	"0"
"526"	"Human Body Volume Estimation"	""	""	"1.0"	"1"	"0"	"0"	"0"
"527"	"Human Detection"	"0.375"	"0.8613531161467861"	"0.64"	"8"	"1"	"0"	"0"
"528"	"Human Instance Segmentation"	"0.2"	"0.9709505944546688"	"0.9615384615384615"	"5"	"1"	"0"	"0"
"529"	"Human Interaction Recognition"	"0.7628205128205128"	"0.5183774226563924"	"0.519134775374376"	"156"	"1"	"0"	"0"
"530"	"Human Parsing"	""	""	"1.0"	"6"	"1"	"0"	"0"
"531"	"Human Part Segmentation"	"0.3"	"0.9349775297671233"	"0.8333333333333333"	"10"	"1"	"0"	"0"
"532"	"Human Pose Forecasting"	"0.5"	"0.8194483718728035"	"0.7111111111111111"	"8"	"1"	"0"	"0"
"533"	"Human action generation"	"0.3333333333333333"	"0.9206198357143051"	"0.8571428571428571"	"6"	"1"	"0"	"0"
"534"	"Human fMRI response prediction"	""	""	"1.0"	"1"	"1"	"0"	"0"
"535"	"Human motion prediction"	"0.2"	"0.9602297178607613"	"0.9259259259259257"	"5"	"1"	"0"	"0"
"536"	"Human robot  interaction"	"0.25"	"0.9463946303571861"	"0.8888888888888888"	"4"	"0"	"0"	"0"
"537"	"Human-Object Interaction Detection"	"0.7642857142857143"	"0.5743633637962834"	"0.32196596359813395"	"140"	"1"	"0"	"0"
"538"	"Human-Object-interaction motion tracking"	""	""	"1.0"	"1"	"1"	"0"	"0"
"539"	"Humor Detection"	"0.3333333333333333"	"0.9182958340544894"	"0.8999999999999999"	"3"	"0"	"1"	"0"
"540"	"Hypernym Discovery"	""	""	"1.0"	"12"	"0"	"1"	"0"
"541"	"Hyperparameter Optimization"	"0.6682847896440128"	"0.7245343848939587"	"0.3568329353200363"	"103"	"0"	"0"	"1"
"542"	"Hyperspectral Image Classification"	"0.503030303030303"	"0.8280621924888133"	"0.6152542372881357"	"33"	"1"	"0"	"1"
"543"	"Hyperspectral Image Segmentation"	""	""	"1.0"	"1"	"1"	"0"	"0"
"544"	"Image Animation"	""	""	"1.0"	"1"	"1"	"1"	"0"
"545"	"Image Augmentation"	"0.3333333333333333"	"0.9182958340544894"	"0.8999999999999999"	"3"	"1"	"1"	"1"
"546"	"Image Captioning"	"0.8758001422475106"	"0.4484836976335487"	"0.06622441972567993"	"592"	"1"	"0"	"0"
"547"	"Image Classification"	"0.8746108724770217"	"0.594679332903553"	"0.08111642728694464"	"5155"	"1"	"0"	"1"
"548"	"Image Clustering"	"0.5469318457433907"	"0.8472565320797344"	"0.5088502269288957"	"217"	"1"	"0"	"0"
"549"	"Image Compression"	"0.6414141414141413"	"0.7312468520452647"	"0.36946564885496186"	"44"	"1"	"0"	"0"
"550"	"Image Compression Artifact Reduction"	"0.19999999999999998"	"0.9609640474436812"	"0.8928571428571428"	"5"	"1"	"0"	"0"
"551"	"Image Cropping"	"0.4"	"0.8813534532688831"	"0.7142857142857142"	"10"	"1"	"0"	"0"
"552"	"Image Dehazing"	"0.5696969696969697"	"0.7909050924310475"	"0.5395041911895845"	"55"	"1"	"0"	"0"
"553"	"Image Denoising"	"0.6181920269511509"	"0.7829404405495455"	"0.4322562815227656"	"274"	"1"	"0"	"0"
"554"	"Image Enhancement"	"0.28205128205128205"	"0.9479479190038742"	"0.8325123152709357"	"13"	"1"	"0"	"0"
"555"	"Image Forensics"	""	""	"1.0"	"1"	"1"	"0"	"0"
"556"	"Image Generation"	"0.7393301859890372"	"0.7318770174233429"	"0.27342979919542887"	"1706"	"1"	"1"	"0"
"557"	"Image Inpainting"	"0.7154285714285713"	"0.7168216149831936"	"0.2574171602684493"	"280"	"1"	"0"	"0"
"558"	"Image Instance Retrieval"	"0.42857142857142855"	"0.8699155297736259"	"0.7777777777777778"	"7"	"1"	"0"	"0"
"559"	"Image Interpolation"	"0.25619834710743805"	"0.9616283305648052"	"0.840277777777778"	"22"	"1"	"0"	"0"
"560"	"Image Manipulation"	"0.2857142857142857"	"0.9141008920185651"	"0.8596491228070176"	"7"	"1"	"0"	"0"
"561"	"Image Matting"	"0.9"	"0.2863969571159562"	"0.5524861878453039"	"20"	"1"	"0"	"0"
"562"	"Image Outpainting"	"0.3333333333333333"	"0.9057125980138371"	"0.818181818181818"	"9"	"1"	"0"	"0"
"563"	"Image Quality Assessment"	"0.3125"	"0.9283832117695866"	"0.8"	"8"	"1"	"0"	"0"
"564"	"Image Recognition"	""	""	"1.0"	"11"	"1"	"0"	"0"
"565"	"Image Reconstruction"	"0.0"	"0.9999999999999999"	"1.0"	"3"	"1"	"0"	"0"
"566"	"Image Registration"	"0.0"	"1.0"	"1.0"	"2"	"1"	"0"	"0"
"567"	"Image Relighting"	""	""	"1.0"	"14"	"1"	"0"	"0"
"568"	"Image Restoration"	"0.4842105263157895"	"0.8303787690131103"	"0.6539855072463769"	"38"	"1"	"0"	"0"
"569"	"Image Retrieval"	"0.7422629769117406"	"0.7017975128380872"	"0.23918375899812647"	"394"	"1"	"0"	"0"
"570"	"Image Retrieval with Multi-Modal Query"	"0.5"	"0.8112781244591328"	"0.8"	"8"	"0"	"0"	"0"
"571"	"Image Stitching"	"0.19999999999999998"	"0.9609640474436812"	"0.8928571428571428"	"5"	"1"	"0"	"0"
"572"	"Image Stylization"	""	""	"1.0"	"1"	"1"	"0"	"0"
"573"	"Image Super-Resolution"	"0.7570028011204483"	"0.6862757687042021"	"0.26811126020906845"	"952"	"1"	"0"	"0"
"574"	"Image-Based Localization"	"0.0"	"1.0"	"1.0"	"4"	"1"	"0"	"0"
"575"	"Image-To-Video Person Re-Identification"	"0.3333333333333333"	"0.9182958340544894"	"0.8999999999999999"	"3"	"1"	"0"	"0"
"576"	"Image-based Automatic Meter Reading"	"0.25"	"0.9463946303571861"	"0.8888888888888888"	"4"	"1"	"0"	"0"
"577"	"Image-to-Image Translation"	"0.6357142857142858"	"0.8018508555325692"	"0.3036511729688488"	"560"	"1"	"0"	"0"
"578"	"Image-to-Text Retrieval"	""	""	"1.0"	"1"	"0"	"0"	"0"
"579"	"Image/Document Clustering"	"0.3186813186813187"	"0.9257875983547231"	"0.7284482758620687"	"13"	"1"	"0"	"0"
"580"	"Imitation Learning"	"0.6300940438871474"	"0.7399725387550654"	"0.33373015873015865"	"58"	"0"	"0"	"1"
"581"	"Imputation"	"0.5384615384615385"	"0.7173356949936162"	"0.40821256038647347"	"13"	"1"	"0"	"0"
"582"	"Incremental Learning"	"0.7582089552238805"	"0.5848626094009618"	"0.38026260059296907"	"134"	"0"	"0"	"1"
"583"	"Indoor Localization"	"0.0"	"1.0"	"1.0"	"2"	"1"	"0"	"0"
"584"	"Indoor Monocular Depth Estimation"	"0.0"	"1.0"	"1.0"	"2"	"1"	"0"	"0"
"585"	"Indoor Scene Reconstruction"	"0.3333333333333333"	"0.9182958340544894"	"0.8999999999999999"	"3"	"1"	"0"	"0"
"586"	"Indoor Scene Synthesis"	""	""	"1.0"	"1"	"1"	"0"	"0"
"587"	"Inductive knowledge graph completion"	""	""	"1.0"	"5"	"0"	"0"	"0"
"588"	"Inductive logic programming"	""	""	"1.0"	"2"	"0"	"0"	"1"
"589"	"Inference Attack"	""	""	"1.0"	"1"	"0"	"0"	"0"
"590"	"Infinite Image Generation"	""	""	"1.0"	"1"	"0"	"0"	"0"
"591"	"Information Retrieval"	"0.48085658663205716"	"0.8906063561664769"	"0.4391293714844704"	"134"	"0"	"1"	"0"
"592"	"Instance Search"	""	""	"1.0"	"2"	"1"	"0"	"0"
"593"	"Instance Segmentation"	"0.8935045317220542"	"0.42892183379214055"	"0.08552270554026893"	"662"	"1"	"0"	"0"
"594"	"Instance Shadow Detection"	""	""	"1.0"	"2"	"0"	"0"	"0"
"595"	"Instrument Recognition"	""	""	"1.0"	"2"	"0"	"0"	"0"
"596"	"Intent Classification"	"0.4"	"0.835975008086505"	"0.5555555555555555"	"10"	"0"	"1"	"0"
"597"	"Intent Detection"	"0.7688311688311689"	"0.5734863578029641"	"0.2526957337083919"	"77"	"0"	"1"	"0"
"598"	"Interactive Evaluation of Dialog"	"0.3333333333333333"	"0.9182958340544894"	"0.8999999999999999"	"3"	"0"	"1"	"0"
"599"	"Interactive Segmentation"	"0.5106382978723404"	"0.7971945563319348"	"0.6468521229868229"	"47"	"1"	"0"	"0"
"600"	"Interactive Video Object Segmentation"	"0.4266666666666667"	"0.8789773220777762"	"0.6613756613756614"	"25"	"1"	"0"	"0"
"601"	"Interest Point Detection"	""	""	"1.0"	"1"	"1"	"0"	"0"
"602"	"Interpretable Machine Learning"	""	""	"1.0"	"1"	"0"	"0"	"1"
"603"	"Intrinsic Image Decomposition"	"0.7777777777777778"	"0.5032583347756457"	"0.6230769230769231"	"9"	"1"	"0"	"0"
"604"	"Intrusion Detection"	"0.9310344827586207"	"0.21639693245126465"	"0.5356687898089171"	"29"	"0"	"0"	"0"
"605"	"Irregular Text Recognition"	"0.2"	"0.9709505944546688"	"0.9615384615384615"	"5"	"1"	"1"	"1"
"606"	"Ischemic Stroke Lesion Segmentation"	""	""	"1.0"	"1"	"1"	"0"	"0"
"607"	"JPEG Artifact Correction"	"0.3269230769230769"	"0.9238487699532499"	"0.7952941176470588"	"26"	"1"	"0"	"0"
"608"	"JPEG Artifact Removal"	""	""	"1.0"	"1"	"1"	"0"	"0"
"609"	"Joint Demosaicing and Denoising"	"0.25"	"0.9463946303571861"	"0.8888888888888888"	"4"	"0"	"0"	"0"
"610"	"Joint Entity and Relation Extraction"	"0.375"	"0.913969284146408"	"0.7382297551789078"	"28"	"0"	"1"	"0"
"611"	"Joint Multilingual Sentence Representations"	""	""	"1.0"	"1"	"0"	"1"	"0"
"612"	"Jpeg Compression Artifact Reduction"	""	""	"1.0"	"1"	"1"	"0"	"0"
"613"	"K-complex detection"	""	""	"1.0"	"3"	"0"	"0"	"0"
"614"	"KB-to-Language Generation"	""	""	"1.0"	"1"	"0"	"1"	"0"
"615"	"KG-to-Text Generation"	"0.3333333333333333"	"0.9056390622295664"	"0.8"	"8"	"0"	"0"	"0"
"616"	"Key Information Extraction"	""	""	"1.0"	"1"	"0"	"1"	"0"
"617"	"Keyphrase Extraction"	"0.6923076923076923"	"0.6193821946787638"	"0.676"	"13"	"0"	"1"	"0"
"618"	"Keypoint Detection"	"0.6992063492063493"	"0.7040649609170212"	"0.18400396380420894"	"168"	"1"	"0"	"0"
"619"	"Keyword Extraction"	"0.2"	"0.9602297178607613"	"0.9259259259259257"	"5"	"0"	"1"	"0"
"620"	"Keyword Spotting"	"0.8863636363636362"	"0.26758587835160136"	"0.2413965087281796"	"44"	"0"	"0"	"0"
"621"	"Keyword Spotting CSS"	""	""	"1.0"	"1"	"0"	"0"	"0"
"622"	"Knowledge Base Population"	"0.0"	"1.0"	"1.0"	"2"	"0"	"1"	"0"
"623"	"Knowledge Base Question Answering"	"0.5546558704453441"	"0.7765299006592223"	"0.3606393606393607"	"38"	"0"	"1"	"0"
"624"	"Knowledge Graph Completion"	"0.8648648648648649"	"0.33412624492740584"	"0.17155388471177943"	"74"	"0"	"0"	"0"
"625"	"Knowledge Graph Embedding"	"0.9629629629629629"	"0.12096069274994697"	"0.35031234983181164"	"81"	"0"	"0"	"0"
"626"	"Knowledge Graph Embeddings"	"0.8139534883720931"	"0.47287178395339047"	"0.3241016652059597"	"43"	"0"	"0"	"0"
"627"	"Knowledge Graphs"	"0.831002331002331"	"0.5009706004984085"	"0.1057205635259144"	"286"	"0"	"0"	"0"
"628"	"Knowledge Tracing"	""	""	"1.0"	"10"	"0"	"0"	"0"
"629"	"LIDAR Semantic Segmentation"	"0.4074074074074074"	"0.8707425794966053"	"0.7665615141955837"	"27"	"1"	"0"	"0"
"630"	"Lake Ice Monitoring"	""	""	"1.0"	"2"	"1"	"0"	"0"
"631"	"Landmark Recognition"	""	""	"1.0"	"2"	"0"	"0"	"0"
"632"	"Lane Detection"	"0.7148148148148148"	"0.6288497541812317"	"0.3045685279187818"	"60"	"1"	"0"	"0"
"633"	"Language Acquisition"	"0.0"	"1.0"	"1.0"	"2"	"0"	"1"	"0"
"634"	"Language Identification"	"0.7142857142857143"	"0.6390685634502352"	"0.3404747225647349"	"47"	"0"	"1"	"0"
"635"	"Language Modelling"	"0.7707395498392283"	"0.6803857845516664"	"0.09334369044975285"	"933"	"0"	"1"	"0"
"636"	"Language-Based Temporal Localization"	""	""	"1.0"	"2"	"1"	"0"	"0"
"637"	"Large-Scale Person Re-Identification"	"0.46666666666666673"	"0.8624230069073924"	"0.634920634920635"	"20"	"1"	"0"	"0"
"638"	"Latent Variable Models"	"0.3333333333333333"	"0.9206198357143051"	"0.8571428571428571"	"6"	"0"	"0"	"1"
"639"	"Layout-to-Image Generation"	"0.45652173913043487"	"0.8587524948865171"	"0.700662251655629"	"23"	"1"	"0"	"0"
"640"	"League of Legends"	""	""	"1.0"	"1"	"0"	"0"	"0"
"641"	"Learning Representation On Graph"	"0.0"	"1.0"	"1.0"	"2"	"0"	"0"	"1"
"642"	"Learning Semantic Representations"	"0.0"	"1.0"	"1.0"	"2"	"0"	"0"	"1"
"643"	"Learning Word Embeddings"	"0.3333333333333333"	"0.9182958340544894"	"0.8999999999999999"	"3"	"0"	"0"	"1"
"644"	"Learning with noisy labels"	"0.7139303482587065"	"0.7117795632881097"	"0.2961146902966204"	"201"	"1"	"1"	"1"
"645"	"Learning-To-Rank"	"0.5"	"0.8169200207196642"	"0.6201153106982703"	"44"	"0"	"0"	"0"
"646"	"Length-of-Stay prediction"	"0.75"	"0.5435644431995964"	"0.64"	"8"	"0"	"0"	"0"
"647"	"Lesion Classification"	"0.0"	"1.0"	"1.0"	"4"	"0"	"0"	"0"
"648"	"Lesion Segmentation"	"0.33868092691622104"	"0.9330431027162445"	"0.6317707068253583"	"51"	"1"	"0"	"0"
"649"	"Lexical Entailment"	"0.5714285714285714"	"0.72483409150576"	"0.6049382716049382"	"7"	"0"	"0"	"0"
"650"	"Lexical Normalization"	""	""	"1.0"	"1"	"0"	"1"	"0"
"651"	"Lexical Simplification"	""	""	"1.0"	"3"	"0"	"1"	"0"
"652"	"License Plate Detection"	"0.2"	"0.9709505944546688"	"0.9615384615384615"	"5"	"1"	"0"	"0"
"653"	"License Plate Recognition"	"0.325"	"0.9244211090762223"	"0.7843137254901961"	"20"	"1"	"0"	"0"
"654"	"Line Segment Detection"	"0.5517241379310345"	"0.7253697721503476"	"0.6820762368207625"	"29"	"1"	"0"	"0"
"655"	"Linguistic Acceptability"	"0.01818181818181818"	"0.9997615248696313"	"0.9996695307336418"	"55"	"0"	"1"	"0"
"656"	"Link Prediction"	"0.7567401960784315"	"0.7035244705203568"	"0.23748205411374934"	"672"	"0"	"0"	"0"
"657"	"Link Property Prediction"	""	""	"1.0"	"3"	"0"	"0"	"0"
"658"	"Link Sign Prediction"	""	""	"1.0"	"2"	"0"	"0"	"0"
"659"	"Lip Reading"	"0.6829268292682926"	"0.6412889216517257"	"0.5498855086686293"	"41"	"0"	"0"	"0"
"660"	"Lip password classification"	""	""	"1.0"	"1"	"0"	"0"	"0"
"661"	"Lip to Speech Synthesis"	""	""	"1.0"	"1"	"1"	"0"	"0"
"662"	"Lipreading"	"0.4607843137254902"	"0.8505176470874705"	"0.6382822085889571"	"51"	"1"	"0"	"0"
"663"	"Liver Segmentation"	"0.32352941176470584"	"0.925559619458892"	"0.7135802469135802"	"17"	"1"	"0"	"0"
"664"	"Local Community Detection"	"0.3333333333333333"	"0.9182958340544894"	"0.8999999999999999"	"3"	"0"	"0"	"0"
"665"	"Logical Reasoning Question Answering"	"0.0"	"1.0000000000000002"	"0.9999999999999999"	"12"	"0"	"1"	"0"
"666"	"Logical Reasoning Reading Comprehension"	"0.0"	"1.0000000000000002"	"0.9999999999999998"	"5"	"0"	"1"	"0"
"667"	"Logo Recognition"	""	""	"1.0"	"1"	"1"	"0"	"0"
"668"	"Long-tail Learning"	"0.3023255813953489"	"0.9431366785228074"	"0.7997404844290658"	"43"	"0"	"0"	"1"
"669"	"Long-tail learning with class descriptors"	"0.15873015873015875"	"0.9833693650705957"	"0.940298507462687"	"21"	"0"	"0"	"1"
"670"	"Loop Closure Detection"	"0.5"	"0.7896900821428474"	"0.6666666666666666"	"6"	"1"	"0"	"0"
"671"	"Low Resource Named Entity Recognition"	"0.7142857142857143"	"0.5916727785823274"	"0.6621621621621622"	"7"	"0"	"1"	"0"
"672"	"Low-Light Image Enhancement"	"0.7266666666666667"	"0.6235692863230878"	"0.35857716580608134"	"50"	"1"	"0"	"0"
"673"	"Low-Rank Matrix Completion"	""	""	"1.0"	"1"	"0"	"0"	"1"
"674"	"Low-Resource Neural Machine Translation"	"0.0"	"1.0000000000000002"	"0.9999999999999998"	"5"	"0"	"1"	"0"
"675"	"Lung Cancer Diagnosis"	""	""	"1.0"	"7"	"0"	"0"	"0"
"676"	"Lung Nodule Classification"	""	""	"1.0"	"15"	"0"	"0"	"0"
"677"	"Lung Nodule Detection"	"0.06666666666666667"	"0.9967916319816367"	"0.995575221238938"	"30"	"0"	"0"	"0"
"678"	"Lung Nodule Segmentation"	"0.4079254079254079"	"0.9068228369490928"	"0.6428571428571427"	"33"	"1"	"0"	"0"
"679"	"MRI Reconstruction"	"0.896551724137931"	"0.2719413038348006"	"0.3834929320565436"	"29"	"1"	"0"	"0"
"680"	"Machine Reading Comprehension"	"0.6708347856395956"	"0.7903678707470494"	"0.19736191493252225"	"604"	"1"	"1"	"0"
"681"	"Machine Translation"	"0.7532587671348078"	"0.7151321813405811"	"0.2349320444499525"	"517"	"0"	"1"	"0"
"682"	"Malware Classification"	""	""	"1.0"	"13"	"0"	"0"	"0"
"683"	"Malware Detection"	""	""	"1.0"	"8"	"0"	"0"	"0"
"684"	"Markerless Motion Capture"	"0.0"	"1.0"	"1.0"	"2"	"1"	"0"	"0"
"685"	"Matching Disparate Images"	"0.3333333333333333"	"0.9182958340544894"	"0.8999999999999999"	"3"	"1"	"0"	"0"
"686"	"Material Classification"	"0.6666666666666666"	"0.6500224216483541"	"0.6923076923076922"	"6"	"1"	"0"	"0"
"687"	"Material Recognition"	"0.8571428571428571"	"0.3712323266408757"	"0.5764705882352942"	"14"	"1"	"0"	"0"
"688"	"Math Word Problem Solving"	"0.2222222222222222"	"0.9591479170272448"	"0.8999999999999999"	"6"	"0"	"0"	"0"
"689"	"Mathematical Question Answering"	"0.0"	"1.0"	"1.0"	"4"	"0"	"1"	"0"
"690"	"Matrix Completion"	"0.5333333333333333"	"0.7854752972273343"	"0.5952380952380952"	"10"	"0"	"0"	"1"
"691"	"Medical Code Prediction"	""	""	"1.0"	"6"	"0"	"0"	"0"
"692"	"Medical Concept Normalization"	""	""	"1.0"	"1"	"0"	"0"	"0"
"693"	"Medical Diagnosis"	"0.25"	"0.9463946303571861"	"0.8888888888888888"	"4"	"1"	"0"	"0"
"694"	"Medical Image Generation"	""	""	"1.0"	"1"	"0"	"0"	"0"
"695"	"Medical Image Registration"	""	""	"1.0"	"3"	"0"	"0"	"0"
"696"	"Medical Image Segmentation"	"0.6248006379585327"	"0.7865913671379972"	"0.30223836706452173"	"209"	"1"	"0"	"0"
"697"	"Medical Named Entity Recognition"	"0.4311111111111111"	"0.8782266587634973"	"0.5952380952380953"	"25"	"0"	"1"	"0"
"698"	"Medical Object Detection"	"0.0"	"0.9999999999999999"	"1.0"	"3"	"1"	"0"	"0"
"699"	"Medical Procedure"	""	""	"1.0"	"1"	"0"	"0"	"0"
"700"	"Medical Relation Extraction"	"0.3333333333333333"	"0.9182958340544894"	"0.8999999999999999"	"3"	"0"	"0"	"0"
"701"	"Medical Visual Question Answering"	""	""	"1.0"	"2"	"0"	"0"	"0"
"702"	"Meeting Summarization"	"0.0"	"1.0"	"1.0"	"2"	"0"	"1"	"0"
"703"	"Melody Extraction"	""	""	"1.0"	"1"	"0"	"0"	"0"
"704"	"Meme Classification"	""	""	"1.0"	"1"	"0"	"1"	"0"
"705"	"Memex Question Answering"	""	""	"1.0"	"3"	"0"	"1"	"0"
"706"	"Meta Reinforcement Learning"	""	""	"1.0"	"3"	"0"	"0"	"0"
"707"	"Meta-Learning"	"0.6857142857142857"	"0.603203473629758"	"0.1694915254237288"	"60"	"0"	"0"	"1"
"708"	"Metaheuristic Optimization"	""	""	"1.0"	"1"	"0"	"0"	"1"
"709"	"Meter Reading"	"0.25"	"0.9463946303571861"	"0.8888888888888888"	"4"	"1"	"0"	"0"
"710"	"Method name prediction"	""	""	"1.0"	"1"	"0"	"1"	"0"
"711"	"Metric Learning"	"0.7635893011216566"	"0.5911053277123249"	"0.16589389210878291"	"122"	"1"	"0"	"1"
"712"	"Micro-Expression Recognition"	"0.4222222222222222"	"0.8784952262128424"	"0.6559766763848397"	"15"	"1"	"0"	"0"
"713"	"Micro-Expression Spotting"	"0.19999999999999998"	"0.9609640474436812"	"0.8928571428571428"	"5"	"1"	"0"	"0"
"714"	"Minecraft"	"0.0"	"1.0000000000000002"	"0.9999999999999998"	"5"	"0"	"0"	"1"
"715"	"Misinformation"	"0.4150326797385621"	"0.8939752649735343"	"0.5538461538461539"	"36"	"0"	"0"	"0"
"716"	"Missing Elements"	""	""	"1.0"	"1"	"0"	"0"	"0"
"717"	"Model Selection"	""	""	"1.0"	"1"	"0"	"0"	"1"
"718"	"Model-based Reinforcement Learning"	"0.9130434782608695"	"0.2580186686648155"	"0.545360824742268"	"23"	"0"	"0"	"0"
"719"	"Molecular Graph Generation"	""	""	"1.0"	"16"	"0"	"0"	"0"
"720"	"Molecular Property Prediction"	"0.8823529411764706"	"0.3227569588973983"	"0.5622568093385214"	"17"	"0"	"0"	"0"
"721"	"Molecular Property Prediction (1-shot))"	"0.0"	"1.0"	"1.0"	"2"	"0"	"0"	"0"
"722"	"Monocular 3D Human Pose Estimation"	"0.6893424036281178"	"0.697410346453295"	"0.351537335285505"	"98"	"1"	"0"	"0"
"723"	"Monocular 3D Object Detection"	"0.8068181818181818"	"0.48371437591412836"	"0.20353238015138767"	"66"	"1"	"0"	"0"
"724"	"Monocular 3D Object Localization"	""	""	"1.0"	"2"	"1"	"0"	"0"
"725"	"Monocular Depth Estimation"	"0.7525423728813558"	"0.665991285776135"	"0.21478815302344717"	"354"	"1"	"0"	"0"
"726"	"Monocular Visual Odometry"	"0.8103448275862069"	"0.42833529399181913"	"0.2885077186963979"	"29"	"0"	"0"	"0"
"727"	"Montezuma's Revenge"	""	""	"1.0"	"16"	"0"	"0"	"0"
"728"	"Morphological Analysis"	"0.3333333333333333"	"0.9211854965885543"	"0.8166666666666668"	"7"	"0"	"1"	"0"
"729"	"Morphological Tagging"	""	""	"1.0"	"1"	"0"	"1"	"0"
"730"	"Mortality Prediction"	"0.9428571428571428"	"0.18717625687320819"	"0.5293863439930856"	"35"	"0"	"0"	"1"
"731"	"Motion Capture"	"0.5514950166112957"	"0.8075290414782598"	"0.3963558413719186"	"43"	"1"	"0"	"0"
"732"	"Motion Compensation"	"0.3095238095238095"	"0.9172097224626077"	"0.6923076923076923"	"12"	"1"	"0"	"0"
"733"	"Motion Estimation"	"0.19999999999999998"	"0.9609640474436812"	"0.8928571428571428"	"5"	"1"	"0"	"0"
"734"	"Motion Forecasting"	"0.625"	"0.6743557302253309"	"0.3428571428571429"	"24"	"1"	"0"	"0"
"735"	"Motion Planning"	"0.0"	"1.0"	"1.0"	"2"	"0"	"0"	"0"
"736"	"Motion Segmentation"	"0.8125"	"0.4654463645051813"	"0.3688760806916426"	"32"	"1"	"0"	"0"
"737"	"Multi Future Trajectory Prediction"	"0.2"	"0.9709505944546688"	"0.9615384615384615"	"5"	"0"	"0"	"0"
"738"	"Multi-Choice MRC"	""	""	"1.0"	"1"	"0"	"0"	"0"
"739"	"Multi-Document Summarization"	"0.5100154083204931"	"0.8435756572476218"	"0.3993346334748193"	"59"	"0"	"1"	"0"
"740"	"Multi-Grained Named Entity Recognition"	"0.0"	"0.9999999999999999"	"1.0"	"3"	"0"	"1"	"0"
"741"	"Multi-Hop Reading Comprehension"	"0.4444444444444444"	"0.8647869792568114"	"0.72"	"12"	"0"	"1"	"0"
