""	"task"	"year"	"num_dataset_births"	"num_papers_adopting"	"num_dataset_homegrown"	"num_dataset_imports"	"num_papers_growing"	"num_converted_growing"	"size"	"task_age"	"adoption_ratio"	"creation_ratio"	"adoption_pct"	"creation_pct"	"pwc_size"	"CV"	"NLP"	"Methodology"
"303"	"Question Answering"	"2018.0"	"12.0"	"79.0"	"797.0"	"0.0"	"212.0"	"181.0"	"303.0"	"2009.0"	"0.37264150943396224"	"inf"	"0.27147766323024053"	"1.0"	"36748"	"0"	"1"	"0"
"304"	"Question Answering"	"2019.0"	"22.0"	"162.0"	"809.0"	"0.0"	"375.0"	"154.0"	"559.0"	"2009.0"	"0.432"	"inf"	"0.3016759776536313"	"1.0"	"49025"	"0"	"1"	"0"
"305"	"Question Answering"	"2020.0"	"18.0"	"215.0"	"831.0"	"0.0"	"618.0"	"273.0"	"851.0"	"2009.0"	"0.3478964401294498"	"inf"	"0.2581032412965186"	"1.0"	"63637"	"0"	"1"	"0"
"306"	"Question Answering"	"2021.0"	"3.0"	"132.0"	"849.0"	"0.0"	"400.0"	"119.0"	"535.0"	"2009.0"	"0.33"	"inf"	"0.24812030075187969"	"1.0"	"37713"	"0"	"1"	"0"
"307"	"RGB Salient Object Detection"	"2017.0"	"1.0"	"36.0"	"854.0"	"0.0"	"0.0"	"0.0"	"37.0"	"2013.0"	"inf"	"inf"	"1.0"	"1.0"	"23433"	"1"	"0"	"0"
"308"	"RGB Salient Object Detection"	"2018.0"	"1.0"	"60.0"	"855.0"	"0.0"	"0.0"	"0.0"	"61.0"	"2013.0"	"inf"	"inf"	"1.0"	"1.0"	"36748"	"1"	"0"	"0"
"309"	"RGB Salient Object Detection"	"2019.0"	"1.0"	"93.0"	"856.0"	"0.0"	"0.0"	"0.0"	"94.0"	"2013.0"	"inf"	"inf"	"1.0"	"1.0"	"49025"	"1"	"0"	"0"
"310"	"Reading Comprehension"	"2013.0"	"1.0"	"0.0"	"858.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2012.0"	""	"inf"	""	"1.0"	"6815"	"0"	"1"	"0"
"311"	"Reading Comprehension"	"2016.0"	"6.0"	"2.0"	"859.0"	"0.0"	"32.0"	"18.0"	"40.0"	"2012.0"	"0.0625"	"inf"	"0.058823529411764705"	"1.0"	"17279"	"0"	"1"	"0"
"312"	"Reading Comprehension"	"2017.0"	"7.0"	"6.0"	"865.0"	"0.0"	"89.0"	"82.0"	"102.0"	"2012.0"	"0.06741573033707865"	"inf"	"0.06315789473684211"	"1.0"	"23433"	"0"	"1"	"0"
"313"	"Reading Comprehension"	"2018.0"	"12.0"	"10.0"	"872.0"	"0.0"	"182.0"	"175.0"	"204.0"	"2012.0"	"0.054945054945054944"	"inf"	"0.052083333333333336"	"1.0"	"36748"	"0"	"1"	"0"
"314"	"Reading Comprehension"	"2019.0"	"10.0"	"25.0"	"884.0"	"0.0"	"238.0"	"124.0"	"273.0"	"2012.0"	"0.10504201680672269"	"inf"	"0.09505703422053231"	"1.0"	"49025"	"0"	"1"	"0"
"315"	"Reading Comprehension"	"2020.0"	"5.0"	"51.0"	"894.0"	"0.0"	"263.0"	"59.0"	"319.0"	"2012.0"	"0.19391634980988592"	"inf"	"0.1624203821656051"	"1.0"	"63637"	"0"	"1"	"0"
"316"	"Reading Comprehension"	"2021.0"	"2.0"	"24.0"	"899.0"	"0.0"	"118.0"	"10.0"	"144.0"	"2012.0"	"0.2033898305084746"	"inf"	"0.16901408450704225"	"1.0"	"37713"	"0"	"1"	"0"
"318"	"Recommendation Systems"	"2015.0"	"1.0"	"0.0"	"907.0"	"0.0"	"2.0"	"0.0"	"3.0"	"2007.0"	"0.0"	"inf"	"0.0"	"1.0"	"12124"	"0"	"0"	"0"
"319"	"Recommendation Systems"	"2016.0"	"1.0"	"0.0"	"908.0"	"0.0"	"11.0"	"11.0"	"12.0"	"2007.0"	"0.0"	"inf"	"0.0"	"1.0"	"17279"	"0"	"0"	"0"
"321"	"Relation Extraction"	"2017.0"	"1.0"	"1.0"	"913.0"	"0.0"	"1.0"	"0.0"	"3.0"	"2012.0"	"1.0"	"inf"	"0.5"	"1.0"	"23433"	"0"	"1"	"0"
"322"	"Relation Extraction"	"2018.0"	"3.0"	"3.0"	"914.0"	"0.0"	"4.0"	"3.0"	"10.0"	"2012.0"	"0.75"	"inf"	"0.42857142857142855"	"1.0"	"36748"	"0"	"1"	"0"
"323"	"Relation Extraction"	"2019.0"	"2.0"	"5.0"	"917.0"	"0.0"	"23.0"	"19.0"	"30.0"	"2012.0"	"0.21739130434782608"	"inf"	"0.17857142857142858"	"1.0"	"49025"	"0"	"1"	"0"
"324"	"Relation Extraction"	"2020.0"	"1.0"	"5.0"	"919.0"	"0.0"	"54.0"	"22.0"	"60.0"	"2012.0"	"0.09259259259259259"	"inf"	"0.0847457627118644"	"1.0"	"63637"	"0"	"1"	"0"
"325"	"Relation Extraction"	"2021.0"	"1.0"	"5.0"	"920.0"	"0.0"	"31.0"	"15.0"	"37.0"	"2012.0"	"0.16129032258064516"	"inf"	"0.1388888888888889"	"1.0"	"37713"	"0"	"1"	"0"
"326"	"Saliency Detection"	"2013.0"	"2.0"	"0.0"	"925.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2010.0"	""	"inf"	""	"1.0"	"6815"	"1"	"0"	"0"
"327"	"Saliency Detection"	"2015.0"	"1.0"	"0.0"	"927.0"	"0.0"	"10.0"	"10.0"	"11.0"	"2010.0"	"0.0"	"inf"	"0.0"	"1.0"	"12124"	"1"	"0"	"0"
"328"	"Saliency Detection"	"2017.0"	"1.0"	"0.0"	"928.0"	"0.0"	"26.0"	"5.0"	"27.0"	"2010.0"	"0.0"	"inf"	"0.0"	"1.0"	"23433"	"1"	"0"	"0"
"329"	"Saliency Detection"	"2019.0"	"1.0"	"0.0"	"929.0"	"0.0"	"30.0"	"10.0"	"31.0"	"2010.0"	"0.0"	"inf"	"0.0"	"1.0"	"49025"	"1"	"0"	"0"
"330"	"Saliency Prediction"	"2015.0"	"2.0"	"0.0"	"930.0"	"0.0"	"3.0"	"3.0"	"5.0"	"2013.0"	"0.0"	"inf"	"0.0"	"1.0"	"12124"	"1"	"0"	"0"
"331"	"Saliency Prediction"	"2020.0"	"1.0"	"1.0"	"932.0"	"0.0"	"9.0"	"1.0"	"11.0"	"2013.0"	"0.1111111111111111"	"inf"	"0.1"	"1.0"	"63637"	"1"	"0"	"0"
"332"	"Scene Parsing"	"2016.0"	"1.0"	"0.0"	"943.0"	"0.0"	"1.0"	"1.0"	"2.0"	"2013.0"	"0.0"	"inf"	"0.0"	"1.0"	"17279"	"1"	"0"	"0"
"338"	"Scene Understanding"	"2015.0"	"4.0"	"0.0"	"957.0"	"0.0"	"7.0"	"5.0"	"11.0"	"2008.0"	"0.0"	"inf"	"0.0"	"1.0"	"12124"	"1"	"0"	"0"
"339"	"Scene Understanding"	"2016.0"	"1.0"	"0.0"	"961.0"	"1.0"	"7.0"	"7.0"	"8.0"	"2008.0"	"0.0"	"1.0"	"0.0"	"0.5"	"17279"	"1"	"0"	"0"
"340"	"Scene Understanding"	"2017.0"	"1.0"	"0.0"	"962.0"	"0.0"	"20.0"	"20.0"	"21.0"	"2008.0"	"0.0"	"inf"	"0.0"	"1.0"	"23433"	"1"	"0"	"0"
"341"	"Scene Understanding"	"2018.0"	"1.0"	"1.0"	"963.0"	"0.0"	"22.0"	"15.0"	"24.0"	"2008.0"	"0.045454545454545456"	"inf"	"0.043478260869565216"	"1.0"	"36748"	"1"	"0"	"0"
"342"	"Scene Understanding"	"2020.0"	"2.0"	"1.0"	"964.0"	"0.0"	"45.0"	"0.0"	"48.0"	"2008.0"	"0.022222222222222223"	"inf"	"0.021739130434782608"	"1.0"	"63637"	"1"	"0"	"0"
"343"	"Scene Understanding"	"2021.0"	"2.0"	"0.0"	"966.0"	"0.0"	"29.0"	"2.0"	"31.0"	"2008.0"	"0.0"	"inf"	"0.0"	"1.0"	"37713"	"1"	"0"	"0"
"344"	"Semantic Parsing"	"1998.0"	"1.0"	"0.0"	"971.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1998.0"	""	"inf"	""	"1.0"	"4"	"0"	"1"	"0"
"345"	"Semantic Parsing"	"2015.0"	"1.0"	"1.0"	"972.0"	"0.0"	"2.0"	"0.0"	"4.0"	"1998.0"	"0.5"	"inf"	"0.3333333333333333"	"1.0"	"12124"	"0"	"1"	"0"
"346"	"Semantic Parsing"	"2016.0"	"2.0"	"0.0"	"973.0"	"0.0"	"4.0"	"0.0"	"6.0"	"1998.0"	"0.0"	"inf"	"0.0"	"1.0"	"17279"	"0"	"1"	"0"
"347"	"Semantic Parsing"	"2017.0"	"1.0"	"0.0"	"975.0"	"0.0"	"7.0"	"1.0"	"8.0"	"1998.0"	"0.0"	"inf"	"0.0"	"1.0"	"23433"	"0"	"1"	"0"
"348"	"Semantic Parsing"	"2018.0"	"2.0"	"2.0"	"976.0"	"0.0"	"9.0"	"1.0"	"13.0"	"1998.0"	"0.2222222222222222"	"inf"	"0.18181818181818182"	"1.0"	"36748"	"0"	"1"	"0"
"349"	"Semantic Parsing"	"2019.0"	"1.0"	"6.0"	"978.0"	"0.0"	"15.0"	"6.0"	"22.0"	"1998.0"	"0.4"	"inf"	"0.2857142857142857"	"1.0"	"49025"	"0"	"1"	"0"
"350"	"Semantic Parsing"	"2020.0"	"1.0"	"12.0"	"979.0"	"0.0"	"21.0"	"12.0"	"34.0"	"1998.0"	"0.5714285714285714"	"inf"	"0.36363636363636365"	"1.0"	"63637"	"0"	"1"	"0"
"351"	"Semantic Role Labeling"	"2015.0"	"1.0"	"11.0"	"981.0"	"1.0"	"0.0"	"0.0"	"12.0"	"2011.0"	"inf"	"1.0"	"1.0"	"0.5"	"12124"	"0"	"1"	"0"
"352"	"Semantic Role Labeling"	"2018.0"	"1.0"	"6.0"	"982.0"	"0.0"	"4.0"	"0.0"	"11.0"	"2011.0"	"1.5"	"inf"	"0.6"	"1.0"	"36748"	"0"	"1"	"0"
"353"	"Semantic Segmentation"	"2001.0"	"1.0"	"0.0"	"983.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2001.0"	""	"inf"	""	"1.0"	"4"	"1"	"0"	"0"
"354"	"Semantic Segmentation"	"2014.0"	"1.0"	"11.0"	"984.0"	"0.0"	"3.0"	"2.0"	"15.0"	"2001.0"	"3.6666666666666665"	"inf"	"0.7857142857142857"	"1.0"	"9769"	"1"	"0"	"0"
"355"	"Semantic Segmentation"	"2016.0"	"5.0"	"105.0"	"985.0"	"6.0"	"25.0"	"18.0"	"135.0"	"2001.0"	"4.2"	"0.8333333333333334"	"0.8076923076923077"	"0.45454545454545453"	"17279"	"1"	"0"	"0"
"356"	"Semantic Segmentation"	"2017.0"	"9.0"	"160.0"	"990.0"	"0.0"	"83.0"	"61.0"	"252.0"	"2001.0"	"1.927710843373494"	"inf"	"0.6584362139917695"	"1.0"	"23433"	"1"	"0"	"0"
"357"	"Semantic Segmentation"	"2018.0"	"4.0"	"286.0"	"999.0"	"0.0"	"168.0"	"145.0"	"458.0"	"2001.0"	"1.7023809523809523"	"inf"	"0.6299559471365639"	"1.0"	"36748"	"1"	"0"	"0"
"358"	"Semantic Segmentation"	"2019.0"	"8.0"	"480.0"	"1003.0"	"0.0"	"275.0"	"112.0"	"763.0"	"2001.0"	"1.7454545454545454"	"inf"	"0.6357615894039735"	"1.0"	"49025"	"1"	"0"	"0"
"359"	"Semantic Segmentation"	"2020.0"	"6.0"	"596.0"	"1011.0"	"0.0"	"357.0"	"38.0"	"959.0"	"2001.0"	"1.669467787114846"	"inf"	"0.6253934942287513"	"1.0"	"63637"	"1"	"0"	"0"
"360"	"Semantic Segmentation"	"2021.0"	"4.0"	"378.0"	"1017.0"	"0.0"	"258.0"	"37.0"	"640.0"	"2001.0"	"1.4651162790697674"	"inf"	"0.5943396226415094"	"1.0"	"37713"	"1"	"0"	"0"
"361"	"Semantic Textual Similarity"	"2005.0"	"1.0"	"0.0"	"1022.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1995.0"	""	"inf"	""	"1.0"	"12"	"0"	"1"	"0"
"362"	"Semantic Textual Similarity"	"2014.0"	"1.0"	"6.0"	"1023.0"	"0.0"	"1.0"	"1.0"	"8.0"	"1995.0"	"6.0"	"inf"	"0.8571428571428571"	"1.0"	"9769"	"0"	"1"	"0"
"363"	"Semantic Textual Similarity"	"2015.0"	"1.0"	"5.0"	"1024.0"	"0.0"	"2.0"	"2.0"	"8.0"	"1995.0"	"2.5"	"inf"	"0.7142857142857143"	"1.0"	"12124"	"0"	"1"	"0"
"368"	"Sentiment Analysis"	"2005.0"	"1.0"	"0.0"	"1038.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2002.0"	""	"inf"	""	"1.0"	"12"	"0"	"1"	"0"
"369"	"Sentiment Analysis"	"2007.0"	"1.0"	"0.0"	"1039.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2002.0"	""	"inf"	""	"1.0"	"91"	"0"	"1"	"0"
"370"	"Sentiment Analysis"	"2011.0"	"1.0"	"0.0"	"1040.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2002.0"	""	"inf"	""	"1.0"	"351"	"0"	"1"	"0"
"371"	"Sentiment Analysis"	"2013.0"	"1.0"	"1.0"	"1041.0"	"0.0"	"27.0"	"1.0"	"29.0"	"2002.0"	"0.037037037037037035"	"inf"	"0.03571428571428571"	"1.0"	"6815"	"0"	"1"	"0"
"372"	"Sentiment Analysis"	"2017.0"	"1.0"	"5.0"	"1042.0"	"0.0"	"57.0"	"0.0"	"63.0"	"2002.0"	"0.08771929824561403"	"inf"	"0.08064516129032258"	"1.0"	"23433"	"0"	"1"	"0"
"373"	"Sentiment Analysis"	"2019.0"	"1.0"	"20.0"	"1043.0"	"0.0"	"92.0"	"2.0"	"113.0"	"2002.0"	"0.21739130434782608"	"inf"	"0.17857142857142858"	"1.0"	"49025"	"0"	"1"	"0"
"374"	"Sentiment Analysis"	"2020.0"	"2.0"	"20.0"	"1044.0"	"0.0"	"95.0"	"0.0"	"117.0"	"2002.0"	"0.21052631578947367"	"inf"	"0.17391304347826086"	"1.0"	"63637"	"0"	"1"	"0"
"378"	"Speaker Verification"	"2018.0"	"1.0"	"0.0"	"1067.0"	"0.0"	"1.0"	"1.0"	"2.0"	"2009.0"	"0.0"	"inf"	"0.0"	"1.0"	"36748"	"0"	"0"	"0"
"379"	"Speech Enhancement"	"2020.0"	"1.0"	"10.0"	"1068.0"	"0.0"	"7.0"	"5.0"	"18.0"	"2012.0"	"1.4285714285714286"	"inf"	"0.5882352941176471"	"1.0"	"63637"	"0"	"0"	"0"
"380"	"Speech Recognition"	"2015.0"	"1.0"	"6.0"	"1069.0"	"4.0"	"1.0"	"1.0"	"8.0"	"2003.0"	"6.0"	"0.25"	"0.8571428571428571"	"0.2"	"12124"	"0"	"0"	"0"
"381"	"Speech Recognition"	"2018.0"	"2.0"	"24.0"	"1070.0"	"0.0"	"42.0"	"3.0"	"68.0"	"2003.0"	"0.5714285714285714"	"inf"	"0.36363636363636365"	"1.0"	"36748"	"0"	"0"	"0"
"382"	"Speech Recognition"	"2019.0"	"2.0"	"13.0"	"1072.0"	"0.0"	"107.0"	"7.0"	"122.0"	"2003.0"	"0.12149532710280374"	"inf"	"0.10833333333333334"	"1.0"	"49025"	"0"	"0"	"0"
"383"	"Speech Recognition"	"2020.0"	"1.0"	"11.0"	"1074.0"	"0.0"	"192.0"	"30.0"	"204.0"	"2003.0"	"0.057291666666666664"	"inf"	"0.054187192118226604"	"1.0"	"63637"	"0"	"0"	"0"
"384"	"Speech Recognition"	"2021.0"	"1.0"	"6.0"	"1075.0"	"0.0"	"212.0"	"35.0"	"219.0"	"2003.0"	"0.02830188679245283"	"inf"	"0.027522935779816515"	"1.0"	"37713"	"0"	"0"	"0"
"388"	"Stochastic Optimization"	"2014.0"	"1.0"	"0.0"	"1084.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2009.0"	""	"inf"	""	"1.0"	"9769"	"0"	"0"	"1"
"395"	"Temporal Action Localization"	"2011.0"	"1.0"	"0.0"	"1100.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2008.0"	""	"inf"	""	"1.0"	"351"	"1"	"0"	"1"
"396"	"Temporal Action Localization"	"2012.0"	"2.0"	"0.0"	"1101.0"	"0.0"	"1.0"	"1.0"	"3.0"	"2008.0"	"0.0"	"inf"	"0.0"	"1.0"	"4725"	"1"	"0"	"1"
"397"	"Temporal Action Localization"	"2015.0"	"2.0"	"4.0"	"1103.0"	"3.0"	"31.0"	"1.0"	"37.0"	"2008.0"	"0.12903225806451613"	"0.6666666666666666"	"0.11428571428571428"	"0.4"	"12124"	"1"	"0"	"1"
"398"	"Temporal Action Localization"	"2016.0"	"2.0"	"15.0"	"1105.0"	"0.0"	"39.0"	"2.0"	"56.0"	"2008.0"	"0.38461538461538464"	"inf"	"0.2777777777777778"	"1.0"	"17279"	"1"	"0"	"1"
"399"	"Temporal Action Localization"	"2018.0"	"2.0"	"45.0"	"1107.0"	"0.0"	"67.0"	"0.0"	"114.0"	"2008.0"	"0.6716417910447762"	"inf"	"0.4017857142857143"	"1.0"	"36748"	"1"	"0"	"1"
"400"	"Temporal Action Localization"	"2020.0"	"1.0"	"30.0"	"1109.0"	"0.0"	"114.0"	"3.0"	"145.0"	"2008.0"	"0.2631578947368421"	"inf"	"0.20833333333333334"	"1.0"	"63637"	"1"	"0"	"1"
"401"	"Text Classification"	"2004.0"	"1.0"	"0.0"	"1113.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2003.0"	""	"inf"	""	"1.0"	"11"	"0"	"1"	"0"
"402"	"Text Classification"	"2015.0"	"1.0"	"7.0"	"1114.0"	"0.0"	"1.0"	"0.0"	"9.0"	"2003.0"	"7.0"	"inf"	"0.875"	"1.0"	"12124"	"0"	"1"	"0"
"403"	"Text Classification"	"2017.0"	"2.0"	"17.0"	"1115.0"	"0.0"	"5.0"	"4.0"	"24.0"	"2003.0"	"3.4"	"inf"	"0.7727272727272727"	"1.0"	"23433"	"0"	"1"	"0"
"404"	"Text Classification"	"2019.0"	"3.0"	"38.0"	"1117.0"	"0.0"	"11.0"	"0.0"	"52.0"	"2003.0"	"3.4545454545454546"	"inf"	"0.7755102040816326"	"1.0"	"49025"	"0"	"1"	"0"
"405"	"Text Classification"	"2020.0"	"1.0"	"60.0"	"1120.0"	"0.0"	"27.0"	"4.0"	"88.0"	"2003.0"	"2.2222222222222223"	"inf"	"0.6896551724137931"	"1.0"	"63637"	"0"	"1"	"0"
"406"	"Text Generation"	"2013.0"	"1.0"	"0.0"	"1121.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2009.0"	""	"inf"	""	"1.0"	"6815"	"1"	"1"	"0"
"407"	"Text Generation"	"2017.0"	"2.0"	"1.0"	"1122.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2009.0"	"inf"	"inf"	"1.0"	"1.0"	"23433"	"1"	"1"	"0"
"408"	"Text Generation"	"2018.0"	"2.0"	"6.0"	"1124.0"	"0.0"	"3.0"	"1.0"	"11.0"	"2009.0"	"2.0"	"inf"	"0.6666666666666666"	"1.0"	"36748"	"1"	"1"	"0"
"409"	"Text Generation"	"2019.0"	"2.0"	"10.0"	"1126.0"	"0.0"	"6.0"	"6.0"	"18.0"	"2009.0"	"1.6666666666666667"	"inf"	"0.625"	"1.0"	"49025"	"1"	"1"	"0"
"410"	"Text Generation"	"2021.0"	"1.0"	"7.0"	"1128.0"	"0.0"	"12.0"	"1.0"	"20.0"	"2009.0"	"0.5833333333333334"	"inf"	"0.3684210526315789"	"1.0"	"37713"	"1"	"1"	"0"
"412"	"Text Summarization"	"2016.0"	"2.0"	"0.0"	"1133.0"	"0.0"	"5.0"	"0.0"	"7.0"	"2012.0"	"0.0"	"inf"	"0.0"	"1.0"	"17279"	"0"	"1"	"0"
"413"	"Text Summarization"	"2018.0"	"4.0"	"1.0"	"1135.0"	"0.0"	"9.0"	"0.0"	"14.0"	"2012.0"	"0.1111111111111111"	"inf"	"0.1"	"1.0"	"36748"	"0"	"1"	"0"
"414"	"Text Summarization"	"2019.0"	"1.0"	"3.0"	"1139.0"	"0.0"	"9.0"	"4.0"	"13.0"	"2012.0"	"0.3333333333333333"	"inf"	"0.25"	"1.0"	"49025"	"0"	"1"	"0"
"415"	"Text Summarization"	"2021.0"	"1.0"	"2.0"	"1140.0"	"0.0"	"17.0"	"3.0"	"20.0"	"2012.0"	"0.11764705882352941"	"inf"	"0.10526315789473684"	"1.0"	"37713"	"0"	"1"	"0"
"416"	"Text-to-Image Generation"	"2020.0"	"1.0"	"32.0"	"1144.0"	"0.0"	"0.0"	"0.0"	"33.0"	"2012.0"	"inf"	"inf"	"1.0"	"1.0"	"63637"	"1"	"1"	"0"
"417"	"Transfer Learning"	"2017.0"	"1.0"	"0.0"	"1146.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2007.0"	""	"inf"	""	"1.0"	"23433"	"0"	"0"	"1"
"419"	"Unsupervised Image-To-Image Translation"	"2019.0"	"1.0"	"1.0"	"1154.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2014.0"	"inf"	"inf"	"1.0"	"1.0"	"49025"	"1"	"0"	"0"
"420"	"Video Captioning"	"2018.0"	"2.0"	"11.0"	"1161.0"	"0.0"	"0.0"	"0.0"	"13.0"	"2012.0"	"inf"	"inf"	"1.0"	"1.0"	"36748"	"1"	"0"	"0"
"421"	"Video Captioning"	"2019.0"	"2.0"	"21.0"	"1163.0"	"0.0"	"1.0"	"1.0"	"24.0"	"2012.0"	"21.0"	"inf"	"0.9545454545454546"	"1.0"	"49025"	"1"	"0"	"0"
"422"	"Video Captioning"	"2020.0"	"2.0"	"21.0"	"1165.0"	"0.0"	"1.0"	"1.0"	"24.0"	"2012.0"	"21.0"	"inf"	"0.9545454545454546"	"1.0"	"63637"	"1"	"0"	"0"
"423"	"Video Captioning"	"2021.0"	"1.0"	"11.0"	"1167.0"	"0.0"	"4.0"	"4.0"	"16.0"	"2012.0"	"2.75"	"inf"	"0.7333333333333333"	"1.0"	"37713"	"1"	"0"	"0"
"424"	"Video Classification"	"2012.0"	"1.0"	"0.0"	"1168.0"	"2.0"	"0.0"	"0.0"	"1.0"	"2012.0"	""	"0.5"	""	"0.3333333333333333"	"4725"	"1"	"0"	"0"
"425"	"Video Classification"	"2015.0"	"2.0"	"0.0"	"1169.0"	"0.0"	"5.0"	"1.0"	"7.0"	"2012.0"	"0.0"	"inf"	"0.0"	"1.0"	"12124"	"1"	"0"	"0"
"426"	"Video Classification"	"2016.0"	"3.0"	"4.0"	"1171.0"	"0.0"	"10.0"	"2.0"	"17.0"	"2012.0"	"0.4"	"inf"	"0.2857142857142857"	"1.0"	"17279"	"1"	"0"	"0"
"427"	"Video Classification"	"2017.0"	"2.0"	"8.0"	"1174.0"	"0.0"	"31.0"	"13.0"	"41.0"	"2012.0"	"0.25806451612903225"	"inf"	"0.20512820512820512"	"1.0"	"23433"	"1"	"0"	"0"
"428"	"Video Classification"	"2018.0"	"1.0"	"11.0"	"1176.0"	"0.0"	"42.0"	"9.0"	"54.0"	"2012.0"	"0.2619047619047619"	"inf"	"0.20754716981132076"	"1.0"	"36748"	"1"	"0"	"0"
"429"	"Video Frame Interpolation"	"2021.0"	"2.0"	"10.0"	"1181.0"	"0.0"	"0.0"	"0.0"	"12.0"	"2014.0"	"inf"	"inf"	"1.0"	"1.0"	"37713"	"1"	"0"	"0"
"430"	"Video Object Segmentation"	"2016.0"	"2.0"	"0.0"	"1185.0"	"0.0"	"8.0"	"7.0"	"10.0"	"2013.0"	"0.0"	"inf"	"0.0"	"1.0"	"17279"	"1"	"0"	"0"
"431"	"Video Object Segmentation"	"2017.0"	"1.0"	"2.0"	"1187.0"	"0.0"	"34.0"	"34.0"	"37.0"	"2013.0"	"0.058823529411764705"	"inf"	"0.05555555555555555"	"1.0"	"23433"	"1"	"0"	"0"
"432"	"Video Object Segmentation"	"2021.0"	"2.0"	"6.0"	"1188.0"	"0.0"	"47.0"	"0.0"	"55.0"	"2013.0"	"0.1276595744680851"	"inf"	"0.11320754716981132"	"1.0"	"37713"	"1"	"0"	"0"
"433"	"Video Prediction"	"2016.0"	"1.0"	"1.0"	"1190.0"	"0.0"	"1.0"	"1.0"	"3.0"	"2015.0"	"1.0"	"inf"	"0.5"	"1.0"	"17279"	"1"	"0"	"0"
"434"	"Video Prediction"	"2017.0"	"2.0"	"18.0"	"1191.0"	"0.0"	"1.0"	"1.0"	"21.0"	"2015.0"	"18.0"	"inf"	"0.9473684210526315"	"1.0"	"23433"	"1"	"0"	"0"
"435"	"Video Retrieval"	"2019.0"	"1.0"	"32.0"	"1198.0"	"0.0"	"3.0"	"1.0"	"36.0"	"2013.0"	"10.666666666666666"	"inf"	"0.9142857142857143"	"1.0"	"49025"	"1"	"0"	"0"
"436"	"Video Retrieval"	"2020.0"	"2.0"	"76.0"	"1199.0"	"0.0"	"15.0"	"7.0"	"93.0"	"2013.0"	"5.066666666666666"	"inf"	"0.8351648351648352"	"1.0"	"63637"	"1"	"0"	"0"
"437"	"Video Retrieval"	"2021.0"	"2.0"	"72.0"	"1201.0"	"0.0"	"21.0"	"11.0"	"95.0"	"2013.0"	"3.4285714285714284"	"inf"	"0.7741935483870968"	"1.0"	"37713"	"1"	"0"	"0"
"438"	"Video Understanding"	"2016.0"	"1.0"	"16.0"	"1206.0"	"0.0"	"1.0"	"1.0"	"18.0"	"2013.0"	"16.0"	"inf"	"0.9411764705882353"	"1.0"	"17279"	"1"	"0"	"0"
"439"	"Video Understanding"	"2018.0"	"1.0"	"79.0"	"1207.0"	"7.0"	"2.0"	"2.0"	"82.0"	"2013.0"	"39.5"	"0.14285714285714285"	"0.9753086419753086"	"0.125"	"36748"	"1"	"0"	"0"
"440"	"Video Understanding"	"2020.0"	"1.0"	"117.0"	"1208.0"	"0.0"	"6.0"	"0.0"	"124.0"	"2013.0"	"19.5"	"inf"	"0.9512195121951219"	"1.0"	"63637"	"1"	"0"	"0"
"441"	"Visual Odometry"	"2012.0"	"1.0"	"0.0"	"1219.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2012.0"	""	"inf"	""	"1.0"	"4725"	"0"	"0"	"0"
"442"	"Visual Odometry"	"2016.0"	"2.0"	"0.0"	"1220.0"	"0.0"	"2.0"	"0.0"	"4.0"	"2012.0"	"0.0"	"inf"	"0.0"	"1.0"	"17279"	"0"	"0"	"0"
"443"	"Visual Question Answering"	"2015.0"	"1.0"	"39.0"	"1222.0"	"0.0"	"22.0"	"16.0"	"62.0"	"2015.0"	"1.7727272727272727"	"inf"	"0.639344262295082"	"1.0"	"12124"	"1"	"1"	"0"
"444"	"Visual Question Answering"	"2016.0"	"6.0"	"58.0"	"1223.0"	"0.0"	"69.0"	"60.0"	"133.0"	"2015.0"	"0.8405797101449275"	"inf"	"0.4566929133858268"	"1.0"	"17279"	"1"	"1"	"0"
"445"	"Visual Question Answering"	"2017.0"	"5.0"	"49.0"	"1229.0"	"0.0"	"119.0"	"111.0"	"173.0"	"2015.0"	"0.4117647058823529"	"inf"	"0.2916666666666667"	"1.0"	"23433"	"1"	"1"	"0"
"446"	"Visual Question Answering"	"2018.0"	"2.0"	"52.0"	"1234.0"	"5.0"	"152.0"	"70.0"	"206.0"	"2015.0"	"0.34210526315789475"	"0.4"	"0.2549019607843137"	"0.2857142857142857"	"36748"	"1"	"1"	"0"
"447"	"Visual Question Answering"	"2019.0"	"2.0"	"74.0"	"1236.0"	"0.0"	"222.0"	"33.0"	"298.0"	"2015.0"	"0.3333333333333333"	"inf"	"0.25"	"1.0"	"49025"	"1"	"1"	"0"
