""	"task"	"year"	"num_dataset_births"	"num_papers_adopting"	"num_dataset_homegrown"	"num_dataset_imports"	"num_papers_growing"	"num_converted_growing"	"size"	"task_age"	"adoption_ratio"	"creation_ratio"	"adoption_pct"	"creation_pct"	"conversion_pct"	"pwc_size"	"CV"	"NLP"	"Methodology"
"1812"	"Knowledge Graph Completion"	"2017.0"	"0.0"	"7.0"	"0.0"	"0.0"	"0.0"	"0.0"	"7.0"	"2014.0"	"inf"	""	"1.0"	""	""	"23433"	"0"	"0"	"0"
"1813"	"Knowledge Graph Completion"	"2018.0"	"0.0"	"5.0"	"0.0"	"0.0"	"0.0"	"0.0"	"5.0"	"2014.0"	"inf"	""	"1.0"	""	""	"36748"	"0"	"0"	"0"
"1814"	"Knowledge Graph Completion"	"2019.0"	"0.0"	"19.0"	"0.0"	"0.0"	"0.0"	"0.0"	"19.0"	"2014.0"	"inf"	""	"1.0"	""	""	"49025"	"0"	"0"	"0"
"1815"	"Knowledge Graph Completion"	"2020.0"	"0.0"	"20.0"	"0.0"	"0.0"	"0.0"	"0.0"	"20.0"	"2014.0"	"inf"	""	"1.0"	""	""	"63637"	"0"	"0"	"0"
"1816"	"Knowledge Graph Completion"	"2021.0"	"0.0"	"10.0"	"0.0"	"0.0"	"0.0"	"0.0"	"10.0"	"2014.0"	"inf"	""	"1.0"	""	""	"37713"	"0"	"0"	"0"
"1817"	"Knowledge Graph Embedding"	"2014.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2014.0"	"inf"	""	"1.0"	""	""	"9769"	"0"	"0"	"0"
"1818"	"Knowledge Graph Embedding"	"2015.0"	"0.0"	"5.0"	"0.0"	"0.0"	"0.0"	"0.0"	"5.0"	"2014.0"	"inf"	""	"1.0"	""	""	"12124"	"0"	"0"	"0"
"1819"	"Knowledge Graph Embedding"	"2016.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2014.0"	"inf"	""	"1.0"	""	""	"17279"	"0"	"0"	"0"
"1820"	"Knowledge Graph Embedding"	"2017.0"	"0.0"	"7.0"	"0.0"	"0.0"	"0.0"	"0.0"	"7.0"	"2014.0"	"inf"	""	"1.0"	""	""	"23433"	"0"	"0"	"0"
"1821"	"Knowledge Graph Embedding"	"2018.0"	"0.0"	"5.0"	"0.0"	"4.0"	"0.0"	"0.0"	"5.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	""	"36748"	"0"	"0"	"0"
"1822"	"Knowledge Graph Embedding"	"2019.0"	"0.0"	"25.0"	"0.0"	"0.0"	"0.0"	"0.0"	"25.0"	"2014.0"	"inf"	""	"1.0"	""	""	"49025"	"0"	"0"	"0"
"1823"	"Knowledge Graph Embedding"	"2021.0"	"0.0"	"15.0"	"0.0"	"0.0"	"0.0"	"0.0"	"15.0"	"2014.0"	"inf"	""	"1.0"	""	""	"37713"	"0"	"0"	"0"
"1824"	"Knowledge Graph Embeddings"	"2017.0"	"0.0"	"7.0"	"0.0"	"0.0"	"0.0"	"0.0"	"7.0"	"2015.0"	"inf"	""	"1.0"	""	""	"23433"	"0"	"0"	"0"
"1825"	"Knowledge Graph Embeddings"	"2018.0"	"0.0"	"2.0"	"0.0"	"2.0"	"0.0"	"0.0"	"2.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	""	"36748"	"0"	"0"	"0"
"1826"	"Knowledge Graph Embeddings"	"2019.0"	"0.0"	"9.0"	"0.0"	"0.0"	"0.0"	"0.0"	"9.0"	"2015.0"	"inf"	""	"1.0"	""	""	"49025"	"0"	"0"	"0"
"1827"	"Knowledge Graph Embeddings"	"2021.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2015.0"	"inf"	""	"1.0"	""	""	"37713"	"0"	"0"	"0"
"1828"	"Knowledge Graphs"	"2014.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2013.0"	"inf"	""	"1.0"	""	""	"9769"	"0"	"0"	"0"
"1829"	"Knowledge Graphs"	"2015.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2013.0"	"inf"	""	"1.0"	""	""	"12124"	"0"	"0"	"0"
"1830"	"Knowledge Graphs"	"2016.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2013.0"	"inf"	""	"1.0"	""	""	"17279"	"0"	"0"	"0"
"1831"	"Knowledge Graphs"	"2017.0"	"0.0"	"18.0"	"0.0"	"0.0"	"0.0"	"0.0"	"18.0"	"2013.0"	"inf"	""	"1.0"	""	""	"23433"	"0"	"0"	"0"
"1832"	"Knowledge Graphs"	"2019.0"	"0.0"	"53.0"	"0.0"	"0.0"	"2.0"	"0.0"	"55.0"	"2013.0"	"26.5"	""	"0.9636363636363636"	""	"0.0"	"49025"	"0"	"0"	"0"
"1833"	"Knowledge Graphs"	"2020.0"	"0.0"	"63.0"	"0.0"	"0.0"	"4.0"	"0.0"	"67.0"	"2013.0"	"15.75"	""	"0.9402985074626866"	""	"0.0"	"63637"	"0"	"0"	"0"
"1834"	"LIDAR Semantic Segmentation"	"2019.0"	"0.0"	"3.0"	"0.0"	"0.0"	"1.0"	"0.0"	"4.0"	"2017.0"	"3.0"	""	"0.75"	""	"0.0"	"49025"	"1"	"0"	"0"
"1835"	"LIDAR Semantic Segmentation"	"2020.0"	"0.0"	"14.0"	"0.0"	"0.0"	"3.0"	"0.0"	"17.0"	"2017.0"	"4.666666666666667"	""	"0.8235294117647058"	""	"0.0"	"63637"	"1"	"0"	"0"
"1836"	"LIDAR Semantic Segmentation"	"2021.0"	"0.0"	"11.0"	"0.0"	"0.0"	"0.0"	"0.0"	"11.0"	"2017.0"	"inf"	""	"1.0"	""	""	"37713"	"1"	"0"	"0"
"1837"	"Language Modelling"	"2013.0"	"0.0"	"3.0"	"0.0"	"0.0"	"1.0"	"1.0"	"4.0"	"2001.0"	"3.0"	""	"0.75"	""	"1.0"	"6815"	"0"	"1"	"0"
"1838"	"Language Modelling"	"2014.0"	"0.0"	"4.0"	"0.0"	"0.0"	"1.0"	"0.0"	"5.0"	"2001.0"	"4.0"	""	"0.8"	""	"0.0"	"9769"	"0"	"1"	"0"
"1839"	"Language Modelling"	"2015.0"	"0.0"	"16.0"	"0.0"	"0.0"	"3.0"	"0.0"	"19.0"	"2001.0"	"5.333333333333333"	""	"0.8421052631578947"	""	"0.0"	"12124"	"0"	"1"	"0"
"1840"	"Language Modelling"	"2017.0"	"0.0"	"50.0"	"0.0"	"0.0"	"19.0"	"13.0"	"69.0"	"2001.0"	"2.6315789473684212"	""	"0.7246376811594203"	""	"0.6842105263157895"	"23433"	"0"	"1"	"0"
"1841"	"Language Modelling"	"2021.0"	"0.0"	"79.0"	"0.0"	"0.0"	"58.0"	"1.0"	"137.0"	"2001.0"	"1.3620689655172413"	""	"0.5766423357664233"	""	"0.017241379310344827"	"37713"	"0"	"1"	"0"
"1842"	"Large-Scale Person Re-Identification"	"2019.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2017.0"	"inf"	""	"1.0"	""	""	"49025"	"1"	"0"	"0"
"1843"	"Layout-to-Image Generation"	"2018.0"	"0.0"	"4.0"	"0.0"	"6.0"	"0.0"	"0.0"	"4.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	""	"36748"	"1"	"0"	"0"
"1844"	"Layout-to-Image Generation"	"2019.0"	"0.0"	"7.0"	"0.0"	"0.0"	"0.0"	"0.0"	"7.0"	"2018.0"	"inf"	""	"1.0"	""	""	"49025"	"1"	"0"	"0"
"1845"	"Layout-to-Image Generation"	"2020.0"	"0.0"	"6.0"	"0.0"	"0.0"	"0.0"	"0.0"	"6.0"	"2018.0"	"inf"	""	"1.0"	""	""	"63637"	"1"	"0"	"0"
"1846"	"Layout-to-Image Generation"	"2021.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2018.0"	"inf"	""	"1.0"	""	""	"37713"	"1"	"0"	"0"
"1847"	"Learning Representation On Graph"	"2018.0"	"0.0"	"2.0"	"0.0"	"2.0"	"0.0"	"0.0"	"2.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	""	"36748"	"0"	"0"	"1"
"1848"	"Learning Semantic Representations"	"2019.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2013.0"	"inf"	""	"1.0"	""	""	"49025"	"0"	"0"	"1"
"1849"	"Learning Word Embeddings"	"2017.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2013.0"	"inf"	""	"1.0"	""	""	"23433"	"0"	"0"	"1"
"1850"	"Learning Word Embeddings"	"2019.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2013.0"	"inf"	""	"1.0"	""	""	"49025"	"0"	"0"	"1"
"1851"	"Learning with noisy labels"	"2018.0"	"0.0"	"2.0"	"0.0"	"3.0"	"0.0"	"0.0"	"2.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	""	"36748"	"1"	"1"	"1"
"1852"	"Learning with noisy labels"	"2019.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2013.0"	"inf"	""	"1.0"	""	""	"49025"	"1"	"1"	"1"
"1853"	"Learning with noisy labels"	"2020.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2013.0"	"inf"	""	"1.0"	""	""	"63637"	"1"	"1"	"1"
"1854"	"Learning with noisy labels"	"2021.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2013.0"	"inf"	""	"1.0"	""	""	"37713"	"1"	"1"	"1"
"1855"	"Learning-To-Rank"	"2020.0"	"0.0"	"1.0"	"0.0"	"0.0"	"7.0"	"0.0"	"8.0"	"2008.0"	"0.14285714285714285"	""	"0.125"	""	"0.0"	"63637"	"0"	"0"	"0"
"1856"	"Lesion Classification"	"2018.0"	"0.0"	"1.0"	"0.0"	"2.0"	"0.0"	"0.0"	"1.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	""	"36748"	"0"	"0"	"0"
"1857"	"Lesion Classification"	"2020.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2016.0"	"inf"	""	"1.0"	""	""	"63637"	"0"	"0"	"0"
"1858"	"Lesion Segmentation"	"2015.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2015.0"	"inf"	""	"1.0"	""	""	"12124"	"1"	"0"	"0"
"1859"	"Lesion Segmentation"	"2017.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2015.0"	"inf"	""	"1.0"	""	""	"23433"	"1"	"0"	"0"
"1860"	"Lesion Segmentation"	"2020.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2.0"	"2015.0"	"1.0"	""	"0.5"	""	"1.0"	"63637"	"1"	"0"	"0"
"1861"	"Lexical Simplification"	"2018.0"	"0.0"	"2.0"	"0.0"	"1.0"	"0.0"	"0.0"	"2.0"	"2012.0"	"inf"	"0.0"	"1.0"	"0.0"	""	"36748"	"0"	"1"	"0"
"1862"	"Lexical Simplification"	"2020.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2012.0"	"inf"	""	"1.0"	""	""	"63637"	"0"	"1"	"0"
"1863"	"License Plate Recognition"	"2019.0"	"0.0"	"3.0"	"0.0"	"0.0"	"2.0"	"1.0"	"5.0"	"2010.0"	"1.5"	""	"0.6"	""	"0.5"	"49025"	"1"	"0"	"0"
"1864"	"License Plate Recognition"	"2020.0"	"0.0"	"9.0"	"0.0"	"0.0"	"0.0"	"0.0"	"9.0"	"2010.0"	"inf"	""	"1.0"	""	""	"63637"	"1"	"0"	"0"
"1865"	"Linguistic Acceptability"	"2019.0"	"0.0"	"24.0"	"0.0"	"0.0"	"12.0"	"12.0"	"36.0"	"2018.0"	"2.0"	""	"0.6666666666666666"	""	"1.0"	"49025"	"0"	"1"	"0"
"1866"	"Linguistic Acceptability"	"2020.0"	"0.0"	"18.0"	"0.0"	"0.0"	"9.0"	"0.0"	"27.0"	"2018.0"	"2.0"	""	"0.6666666666666666"	""	"0.0"	"63637"	"0"	"1"	"0"
"1867"	"Linguistic Acceptability"	"2021.0"	"0.0"	"10.0"	"0.0"	"0.0"	"6.0"	"0.0"	"16.0"	"2018.0"	"1.6666666666666667"	""	"0.625"	""	"0.0"	"37713"	"0"	"1"	"0"
"1868"	"Lipreading"	"2018.0"	"0.0"	"4.0"	"0.0"	"0.0"	"2.0"	"2.0"	"6.0"	"2012.0"	"2.0"	""	"0.6666666666666666"	""	"1.0"	"36748"	"1"	"0"	"0"
"1869"	"Lipreading"	"2020.0"	"0.0"	"2.0"	"0.0"	"0.0"	"8.0"	"6.0"	"10.0"	"2012.0"	"0.25"	""	"0.2"	""	"0.75"	"63637"	"1"	"0"	"0"
"1870"	"Liver Segmentation"	"2020.0"	"0.0"	"1.0"	"0.0"	"0.0"	"2.0"	"2.0"	"3.0"	"2015.0"	"0.5"	""	"0.3333333333333333"	""	"1.0"	"63637"	"1"	"0"	"0"
"1871"	"Long-tail Learning"	"2020.0"	"0.0"	"21.0"	"0.0"	"0.0"	"0.0"	"0.0"	"21.0"	"2017.0"	"inf"	""	"1.0"	""	""	"63637"	"0"	"0"	"1"
"1872"	"Long-tail Learning"	"2021.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2017.0"	"inf"	""	"1.0"	""	""	"37713"	"0"	"0"	"1"
"1873"	"Long-tail learning with class descriptors"	"2020.0"	"0.0"	"8.0"	"0.0"	"0.0"	"0.0"	"0.0"	"8.0"	"2019.0"	"inf"	""	"1.0"	""	""	"63637"	"0"	"0"	"1"
"1874"	"Low Resource Named Entity Recognition"	"2019.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2017.0"	"inf"	""	"1.0"	""	""	"49025"	"0"	"1"	"0"
"1875"	"Low Resource Named Entity Recognition"	"2020.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2017.0"	"inf"	""	"1.0"	""	""	"63637"	"0"	"1"	"0"
"1876"	"Low Resource Named Entity Recognition"	"2021.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2017.0"	"inf"	""	"1.0"	""	""	"37713"	"0"	"1"	"0"
"1877"	"Low-Light Image Enhancement"	"2019.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2015.0"	"inf"	""	"1.0"	""	""	"49025"	"1"	"0"	"0"
"1878"	"Lung Nodule Detection"	"2018.0"	"0.0"	"5.0"	"0.0"	"5.0"	"0.0"	"0.0"	"5.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	""	"36748"	"0"	"0"	"0"
"1879"	"Lung Nodule Detection"	"2019.0"	"0.0"	"14.0"	"0.0"	"0.0"	"0.0"	"0.0"	"14.0"	"2014.0"	"inf"	""	"1.0"	""	""	"49025"	"0"	"0"	"0"
"1880"	"Lung Nodule Detection"	"2020.0"	"0.0"	"9.0"	"0.0"	"0.0"	"0.0"	"0.0"	"9.0"	"2014.0"	"inf"	""	"1.0"	""	""	"63637"	"0"	"0"	"0"
"1881"	"Lung Nodule Detection"	"2021.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2014.0"	"inf"	""	"1.0"	""	""	"37713"	"0"	"0"	"0"
"1882"	"Lung Nodule Segmentation"	"2015.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2015.0"	"inf"	""	"1.0"	""	""	"12124"	"1"	"0"	"0"
"1883"	"Lung Nodule Segmentation"	"2017.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2015.0"	"inf"	""	"1.0"	""	""	"23433"	"1"	"0"	"0"
"1884"	"Lung Nodule Segmentation"	"2019.0"	"0.0"	"5.0"	"0.0"	"0.0"	"0.0"	"0.0"	"5.0"	"2015.0"	"inf"	""	"1.0"	""	""	"49025"	"1"	"0"	"0"
"1885"	"Lung Nodule Segmentation"	"2020.0"	"0.0"	"5.0"	"0.0"	"0.0"	"0.0"	"0.0"	"5.0"	"2015.0"	"inf"	""	"1.0"	""	""	"63637"	"1"	"0"	"0"
"1886"	"Machine Translation"	"2021.0"	"0.0"	"2.0"	"0.0"	"0.0"	"46.0"	"1.0"	"48.0"	"2007.0"	"0.043478260869565216"	""	"0.041666666666666664"	""	"0.021739130434782608"	"37713"	"0"	"1"	"0"
"1887"	"Material Classification"	"2017.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2013.0"	"inf"	""	"1.0"	""	""	"23433"	"1"	"0"	"0"
"1888"	"Material Classification"	"2018.0"	"0.0"	"2.0"	"0.0"	"2.0"	"0.0"	"0.0"	"2.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	""	"36748"	"1"	"0"	"0"
"1889"	"Medical Image Segmentation"	"2015.0"	"0.0"	"1.0"	"0.0"	"0.0"	"2.0"	"0.0"	"3.0"	"2014.0"	"0.5"	""	"0.3333333333333333"	""	"0.0"	"12124"	"1"	"0"	"0"
"1890"	"Medical Named Entity Recognition"	"2021.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2014.0"	"inf"	""	"1.0"	""	""	"37713"	"0"	"1"	"0"
"1891"	"Medical Object Detection"	"2020.0"	"0.0"	"6.0"	"0.0"	"0.0"	"0.0"	"0.0"	"6.0"	"2017.0"	"inf"	""	"1.0"	""	""	"63637"	"1"	"0"	"0"
"1892"	"Meta-Learning"	"2016.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2011.0"	"inf"	""	"1.0"	""	""	"17279"	"0"	"0"	"1"
"1893"	"Meta-Learning"	"2017.0"	"0.0"	"4.0"	"0.0"	"0.0"	"3.0"	"0.0"	"7.0"	"2011.0"	"1.3333333333333333"	""	"0.5714285714285714"	""	"0.0"	"23433"	"0"	"0"	"1"
"1894"	"Meta-Learning"	"2018.0"	"0.0"	"1.0"	"0.0"	"4.0"	"0.0"	"0.0"	"1.0"	"2011.0"	"inf"	"0.0"	"1.0"	"0.0"	""	"36748"	"0"	"0"	"1"
"1895"	"Meta-Learning"	"2020.0"	"0.0"	"6.0"	"0.0"	"0.0"	"13.0"	"11.0"	"19.0"	"2011.0"	"0.46153846153846156"	""	"0.3157894736842105"	""	"0.8461538461538461"	"63637"	"0"	"0"	"1"
"1896"	"Meta-Learning"	"2021.0"	"0.0"	"6.0"	"0.0"	"0.0"	"8.0"	"0.0"	"14.0"	"2011.0"	"0.75"	""	"0.42857142857142855"	""	"0.0"	"37713"	"0"	"0"	"1"
"1897"	"Method name prediction"	"2020.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2019.0"	"inf"	""	"1.0"	""	""	"63637"	"0"	"1"	"0"
"1898"	"Metric Learning"	"2015.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2008.0"	"inf"	""	"1.0"	""	""	"12124"	"1"	"0"	"1"
"1899"	"Metric Learning"	"2018.0"	"0.0"	"6.0"	"0.0"	"2.0"	"9.0"	"0.0"	"15.0"	"2008.0"	"0.6666666666666666"	"0.0"	"0.4"	"0.0"	"0.0"	"36748"	"1"	"0"	"1"
"1900"	"Metric Learning"	"2020.0"	"0.0"	"6.0"	"0.0"	"0.0"	"17.0"	"1.0"	"23.0"	"2008.0"	"0.35294117647058826"	""	"0.2608695652173913"	""	"0.058823529411764705"	"63637"	"1"	"0"	"1"
"1901"	"Metric Learning"	"2021.0"	"0.0"	"2.0"	"0.0"	"0.0"	"7.0"	"0.0"	"9.0"	"2008.0"	"0.2857142857142857"	""	"0.2222222222222222"	""	"0.0"	"37713"	"1"	"0"	"1"
"1902"	"Micro-Expression Recognition"	"2020.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2016.0"	"inf"	""	"1.0"	""	""	"63637"	"1"	"0"	"0"
"1903"	"Micro-Expression Spotting"	"2019.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2015.0"	"inf"	""	"1.0"	""	""	"49025"	"1"	"0"	"0"
"1904"	"Micro-Expression Spotting"	"2020.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2015.0"	"inf"	""	"1.0"	""	""	"63637"	"1"	"0"	"0"
"1905"	"Minecraft"	"2020.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2014.0"	"inf"	""	"1.0"	""	""	"63637"	"0"	"0"	"1"
"1906"	"Misinformation"	"2018.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2012.0"	"inf"	""	"1.0"	""	""	"36748"	"0"	"0"	"0"
"1907"	"Misinformation"	"2019.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"0.0"	"2.0"	"2012.0"	"1.0"	""	"0.5"	""	"0.0"	"49025"	"0"	"0"	"0"
"1908"	"Misinformation"	"2020.0"	"0.0"	"6.0"	"0.0"	"0.0"	"3.0"	"0.0"	"9.0"	"2012.0"	"2.0"	""	"0.6666666666666666"	""	"0.0"	"63637"	"0"	"0"	"0"
"1909"	"Misinformation"	"2021.0"	"0.0"	"2.0"	"0.0"	"0.0"	"2.0"	"0.0"	"4.0"	"2012.0"	"1.0"	""	"0.5"	""	"0.0"	"37713"	"0"	"0"	"0"
"1910"	"Missing Elements"	"2017.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2007.0"	"inf"	""	"1.0"	""	""	"23433"	"0"	"0"	"0"
"1911"	"Model-based Reinforcement Learning"	"2021.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2007.0"	"inf"	""	"1.0"	""	""	"37713"	"0"	"0"	"0"
"1912"	"Monocular 3D Human Pose Estimation"	"2019.0"	"0.0"	"7.0"	"0.0"	"0.0"	"0.0"	"0.0"	"7.0"	"2013.0"	"inf"	""	"1.0"	""	""	"49025"	"1"	"0"	"0"
"1913"	"Monocular 3D Human Pose Estimation"	"2020.0"	"0.0"	"7.0"	"0.0"	"0.0"	"0.0"	"0.0"	"7.0"	"2013.0"	"inf"	""	"1.0"	""	""	"63637"	"1"	"0"	"0"
"1914"	"Monocular 3D Human Pose Estimation"	"2021.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2013.0"	"inf"	""	"1.0"	""	""	"37713"	"1"	"0"	"0"
"1915"	"Monocular 3D Object Detection"	"2018.0"	"0.0"	"2.0"	"0.0"	"2.0"	"0.0"	"0.0"	"2.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	""	"36748"	"1"	"0"	"0"
"1916"	"Monocular 3D Object Detection"	"2019.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2016.0"	"inf"	""	"1.0"	""	""	"49025"	"1"	"0"	"0"
"1917"	"Monocular 3D Object Detection"	"2020.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2016.0"	"inf"	""	"1.0"	""	""	"63637"	"1"	"0"	"0"
"1918"	"Monocular 3D Object Detection"	"2021.0"	"0.0"	"5.0"	"0.0"	"0.0"	"0.0"	"0.0"	"5.0"	"2016.0"	"inf"	""	"1.0"	""	""	"37713"	"1"	"0"	"0"
"1919"	"Monocular 3D Object Localization"	"2018.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2018.0"	"inf"	""	"1.0"	""	""	"36748"	"1"	"0"	"0"
"1920"	"Monocular 3D Object Localization"	"2019.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2018.0"	"inf"	""	"1.0"	""	""	"49025"	"1"	"0"	"0"
"1921"	"Monocular Depth Estimation"	"2014.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2014.0"	"inf"	""	"1.0"	""	""	"9769"	"1"	"0"	"0"
"1922"	"Monocular Depth Estimation"	"2015.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2014.0"	"inf"	""	"1.0"	""	""	"12124"	"1"	"0"	"0"
"1923"	"Monocular Depth Estimation"	"2017.0"	"0.0"	"20.0"	"0.0"	"0.0"	"0.0"	"0.0"	"20.0"	"2014.0"	"inf"	""	"1.0"	""	""	"23433"	"1"	"0"	"0"
"1924"	"Monocular Depth Estimation"	"2018.0"	"0.0"	"125.0"	"0.0"	"13.0"	"0.0"	"0.0"	"125.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	""	"36748"	"1"	"0"	"0"
"1925"	"Monocular Depth Estimation"	"2020.0"	"0.0"	"228.0"	"0.0"	"0.0"	"0.0"	"0.0"	"228.0"	"2014.0"	"inf"	""	"1.0"	""	""	"63637"	"1"	"0"	"0"
"1926"	"Monocular Depth Estimation"	"2021.0"	"0.0"	"105.0"	"0.0"	"0.0"	"0.0"	"0.0"	"105.0"	"2014.0"	"inf"	""	"1.0"	""	""	"37713"	"1"	"0"	"0"
"1927"	"Morphological Analysis"	"2018.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2012.0"	"inf"	""	"1.0"	""	""	"36748"	"0"	"1"	"0"
"1928"	"Morphological Analysis"	"2020.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2012.0"	"inf"	""	"1.0"	""	""	"63637"	"0"	"1"	"0"
"1929"	"Motion Capture"	"2021.0"	"0.0"	"2.0"	"0.0"	"0.0"	"10.0"	"0.0"	"12.0"	"2008.0"	"0.2"	""	"0.16666666666666666"	""	"0.0"	"37713"	"1"	"0"	"0"
"1930"	"Motion Compensation"	"2018.0"	"0.0"	"9.0"	"0.0"	"0.0"	"0.0"	"0.0"	"9.0"	"2013.0"	"inf"	""	"1.0"	""	""	"36748"	"1"	"0"	"0"
"1931"	"Motion Compensation"	"2019.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2013.0"	"inf"	""	"1.0"	""	""	"49025"	"1"	"0"	"0"
"1932"	"Motion Compensation"	"2020.0"	"0.0"	"5.0"	"0.0"	"0.0"	"0.0"	"0.0"	"5.0"	"2013.0"	"inf"	""	"1.0"	""	""	"63637"	"1"	"0"	"0"
"1933"	"Motion Estimation"	"2018.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2010.0"	"inf"	""	"1.0"	""	""	"36748"	"1"	"0"	"0"
"1934"	"Multi-Document Summarization"	"2014.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2012.0"	"inf"	""	"1.0"	""	""	"9769"	"0"	"1"	"0"
"1935"	"Multi-Document Summarization"	"2015.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2012.0"	"inf"	""	"1.0"	""	""	"12124"	"0"	"1"	"0"
